ID	COST_1	SIZE_1	STORAGE_1	CAM_1	COST_2	SIZE_2	STORAGE_2	CAM_2	COST_3	SIZE_3	STORAGE_3	CAM_3	CHOICE	GENDER	INC	AVAIL_1	AVAIL_2	AVAIL_3
237	400	5.8	32	1	700	6.4	256	3	700	6	64	2	2	0	1	1	1	1
237	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	1	0	1	1	1	1
237	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	0	1	1	1	1
237	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	0	1	1	1	1
237	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	0	1	1	1	1
237	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	0	1	1	1	1
237	700	6	128	3	700	6.2	128	3	400	6.2	32	1	2	0	1	1	1	1
237	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	0	1	1	1	1
238	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	1	3	1	1	1
238	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	1	3	1	1	1
238	400	5.8	32	1	700	6.4	256	3	700	6	64	2	2	1	3	1	1	1
238	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	1	1	3	1	1	1
238	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	1	3	1	1	1
238	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	1	3	1	1	1
238	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	1	3	1	1	1
238	400	6.2	32	1	600	5.8	128	4	700	6	64	3	2	1	3	1	1	1
238	700	6	128	3	700	6.2	128	3	400	6.2	32	1	2	1	3	1	1	1
238	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	1	3	1	1	1
239	500	6.4	256	1	400	5.8	32	4	600	6	64	2	1	0	1	1	1	1
239	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	0	1	1	1	1
239	400	5.8	32	1	700	6.4	256	3	700	6	64	2	1	0	1	1	1	1
239	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	1	0	1	1	1	1
239	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	0	1	1	1	1
239	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	0	1	1	1	1
239	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	0	1	1	1	1
239	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	0	1	1	1	1
239	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	0	1	1	1	1
239	500	6.4	32	4	600	6	64	2	400	5.8	256	1	3	0	1	1	1	1
240	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	1	1	1	1	1
240	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	1	1	1	1	1
240	400	5.8	32	1	700	6.4	256	3	700	6	64	2	1	1	1	1	1	1
240	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	1	1	1	1	1	1
240	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	1	1	1	1	1
240	600	6.2	256	3	500	6	32	2	500	5.8	32	2	2	1	1	1	1	1
240	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	1	1	1	1	1
240	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	1	1	1	1	1
240	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	1	1	1	1	1
240	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	1	1	1	1	1
241	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	1	2	1	1	1
241	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	1	2	1	1	1
241	400	5.8	32	1	700	6.4	256	3	700	6	64	2	2	1	2	1	1	1
241	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	1	1	2	1	1	1
241	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	1	2	1	1	1
241	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	1	2	1	1	1
241	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	1	2	1	1	1
241	400	6.2	32	1	600	5.8	128	4	700	6	64	3	2	1	2	1	1	1
241	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	1	2	1	1	1
241	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	1	2	1	1	1
242	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	1	1	1	1	1
242	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	1	1	1	1	1
242	400	5.8	32	1	700	6.4	256	3	700	6	64	2	1	1	1	1	1	1
242	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	2	1	1	1	1	1
242	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	1	1	1	1	1
242	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	1	1	1	1	1
242	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	1	1	1	1	1
242	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	1	1	1	1	1
242	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	1	1	1	1	1
242	500	6.4	32	4	600	6	64	2	400	5.8	256	1	2	1	1	1	1	1
243	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	0	2	1	1	1
243	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	0	2	1	1	1
243	400	5.8	32	1	700	6.4	256	3	700	6	64	2	1	0	2	1	1	1
243	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	3	0	2	1	1	1
243	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	0	2	1	1	1
243	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	0	2	1	1	1
243	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	0	2	1	1	1
243	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	0	2	1	1	1
243	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	0	2	1	1	1
243	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	0	2	1	1	1
244	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	1	2	1	1	1
244	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	1	2	1	1	1
244	400	5.8	32	1	700	6.4	256	3	700	6	64	2	1	1	2	1	1	1
244	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	2	1	2	1	1	1
244	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	1	2	1	1	1
244	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	1	2	1	1	1
244	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	1	2	1	1	1
244	400	6.2	32	1	600	5.8	128	4	700	6	64	3	2	1	2	1	1	1
244	700	6	128	3	700	6.2	128	3	400	6.2	32	1	1	1	2	1	1	1
244	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	1	2	1	1	1
245	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	0	1	1	1	1
245	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	0	1	1	1	1
245	400	5.8	32	1	700	6.4	256	3	700	6	64	2	2	0	1	1	1	1
245	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	1	0	1	1	1	1
245	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	0	1	1	1	1
245	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	0	1	1	1	1
245	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	0	1	1	1	1
245	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	0	1	1	1	1
245	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	0	1	1	1	1
245	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	0	1	1	1	1
246	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	1	1	1	1	1
246	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	1	1	1	1	1
246	400	5.8	32	1	700	6.4	256	3	700	6	64	2	1	1	1	1	1	1
246	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	1	1	1	1	1	1
246	700	6	64	2	400	5.8	256	1	600	6.4	32	4	2	1	1	1	1	1
246	600	6.2	256	3	500	6	32	2	500	5.8	32	2	2	1	1	1	1	1
246	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	1	1	1	1	1
246	400	6.2	32	1	600	5.8	128	4	700	6	64	3	2	1	1	1	1	1
246	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	1	1	1	1	1
246	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	1	1	1	1	1
247	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	1	1	1	1	1
247	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	1	1	1	1	1
247	400	5.8	32	1	700	6.4	256	3	700	6	64	2	1	1	1	1	1	1
247	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	2	1	1	1	1	1
247	700	6	64	2	400	5.8	256	1	600	6.4	32	4	2	1	1	1	1	1
247	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	1	1	1	1	1
247	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	1	1	1	1	1
247	400	6.2	32	1	600	5.8	128	4	700	6	64	3	2	1	1	1	1	1
247	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	1	1	1	1	1
247	500	6.4	32	4	600	6	64	2	400	5.8	256	1	2	1	1	1	1	1
248	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	0	2	1	1	1
248	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	0	2	1	1	1
248	400	5.8	32	1	700	6.4	256	3	700	6	64	2	2	0	2	1	1	1
248	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	2	0	2	1	1	1
248	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	0	2	1	1	1
248	600	6.2	256	3	500	6	32	2	500	5.8	32	2	2	0	2	1	1	1
248	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	0	2	1	1	1
248	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	0	2	1	1	1
248	700	6	128	3	700	6.2	128	3	400	6.2	32	1	2	0	2	1	1	1
248	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	0	2	1	1	1
249	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	1	1	1	1	1
249	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	1	1	1	1	1
249	400	5.8	32	1	700	6.4	256	3	700	6	64	2	2	1	1	1	1	1
249	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	1	1	1	1	1	1
249	700	6	64	2	400	5.8	256	1	600	6.4	32	4	2	1	1	1	1	1
249	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	1	1	1	1	1
249	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	1	1	1	1	1
249	400	6.2	32	1	600	5.8	128	4	700	6	64	3	2	1	1	1	1	1
249	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	1	1	1	1	1
249	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	1	1	1	1	1
250	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	0	2	1	1	1
250	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	0	2	1	1	1
250	400	5.8	32	1	700	6.4	256	3	700	6	64	2	1	0	2	1	1	1
250	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	2	0	2	1	1	1
250	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	0	2	1	1	1
250	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	0	2	1	1	1
250	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	0	2	1	1	1
250	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	0	2	1	1	1
250	700	6	128	3	700	6.2	128	3	400	6.2	32	1	2	0	2	1	1	1
250	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	0	2	1	1	1
251	500	6.4	256	1	400	5.8	32	4	600	6	64	2	3	0	2	1	1	1
251	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	0	2	1	1	1
251	400	5.8	32	1	700	6.4	256	3	700	6	64	2	2	0	2	1	1	1
251	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	1	0	2	1	1	1
251	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	0	2	1	1	1
251	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	0	2	1	1	1
251	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	0	2	1	1	1
251	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	0	2	1	1	1
251	700	6	128	3	700	6.2	128	3	400	6.2	32	1	2	0	2	1	1	1
251	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	0	2	1	1	1
252	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	1	1	1	1	1
252	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	1	1	1	1	1
252	400	5.8	32	1	700	6.4	256	3	700	6	64	2	2	1	1	1	1	1
252	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	1	1	1	1	1	1
252	700	6	64	2	400	5.8	256	1	600	6.4	32	4	2	1	1	1	1	1
252	600	6.2	256	3	500	6	32	2	500	5.8	32	2	3	1	1	1	1	1
252	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	1	1	1	1	1
252	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	1	1	1	1	1
252	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	1	1	1	1	1
252	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	1	1	1	1	1
253	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	1	2	1	1	1
253	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	1	2	1	1	1
253	400	5.8	32	1	700	6.4	256	3	700	6	64	2	2	1	2	1	1	1
253	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	2	1	2	1	1	1
253	700	6	64	2	400	5.8	256	1	600	6.4	32	4	2	1	2	1	1	1
253	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	1	2	1	1	1
253	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	1	2	1	1	1
253	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	1	2	1	1	1
253	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	1	2	1	1	1
253	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	1	2	1	1	1
254	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	1	2	1	1	1
254	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	1	2	1	1	1
254	400	5.8	32	1	700	6.4	256	3	700	6	64	2	2	1	2	1	1	1
254	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	1	1	2	1	1	1
254	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	1	2	1	1	1
254	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	1	2	1	1	1
254	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	1	2	1	1	1
254	400	6.2	32	1	600	5.8	128	4	700	6	64	3	2	1	2	1	1	1
254	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	1	2	1	1	1
254	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	1	2	1	1	1
255	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	0	2	1	1	1
255	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	0	2	1	1	1
255	400	5.8	32	1	700	6.4	256	3	700	6	64	2	1	0	2	1	1	1
255	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	2	0	2	1	1	1
255	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	0	2	1	1	1
255	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	0	2	1	1	1
255	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	0	2	1	1	1
255	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	0	2	1	1	1
255	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	0	2	1	1	1
255	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	0	2	1	1	1
256	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	0	1	1	1	1
256	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	0	1	1	1	1
256	400	5.8	32	1	700	6.4	256	3	700	6	64	2	2	0	1	1	1	1
256	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	2	0	1	1	1	1
256	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	0	1	1	1	1
256	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	0	1	1	1	1
256	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	0	1	1	1	1
256	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	0	1	1	1	1
256	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	0	1	1	1	1
256	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	0	1	1	1	1
257	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	1	1	1	1	1
257	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	1	1	1	1	1
257	400	5.8	32	1	700	6.4	256	3	700	6	64	2	1	1	1	1	1	1
257	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	1	1	1	1	1	1
257	700	6	64	2	400	5.8	256	1	600	6.4	32	4	2	1	1	1	1	1
257	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	1	1	1	1	1
257	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	1	1	1	1	1
257	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	1	1	1	1	1
257	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	1	1	1	1	1
257	500	6.4	32	4	600	6	64	2	400	5.8	256	1	3	1	1	1	1	1
258	500	6.4	256	1	400	5.8	32	4	600	6	64	2	1	0	1	1	1	1
258	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	0	1	1	1	1
258	400	5.8	32	1	700	6.4	256	3	700	6	64	2	2	0	1	1	1	1
258	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	1	0	1	1	1	1
258	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	0	1	1	1	1
258	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	0	1	1	1	1
258	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	0	1	1	1	1
258	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	0	1	1	1	1
258	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	0	1	1	1	1
258	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	0	1	1	1	1
259	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	0	1	1	1	1
259	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	0	1	1	1	1
259	400	5.8	32	1	700	6.4	256	3	700	6	64	2	2	0	1	1	1	1
259	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	2	0	1	1	1	1
259	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	0	1	1	1	1
259	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	0	1	1	1	1
259	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	0	1	1	1	1
259	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	0	1	1	1	1
259	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	0	1	1	1	1
259	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	0	1	1	1	1
260	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	1	1	1	1	1
260	600	6	64	2	400	6.4	32	1	500	5.8	256	4	1	1	1	1	1	1
260	400	5.8	32	1	700	6.4	256	3	700	6	64	2	3	1	1	1	1	1
260	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	1	1	1	1	1	1
260	700	6	64	2	400	5.8	256	1	600	6.4	32	4	2	1	1	1	1	1
260	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	1	1	1	1	1
260	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	1	1	1	1	1
260	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	1	1	1	1	1
260	700	6	128	3	700	6.2	128	3	400	6.2	32	1	1	1	1	1	1	1
260	500	6.4	32	4	600	6	64	2	400	5.8	256	1	3	1	1	1	1	1
261	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	0	2	1	1	1
261	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	0	2	1	1	1
261	400	5.8	32	1	700	6.4	256	3	700	6	64	2	2	0	2	1	1	1
261	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	2	0	2	1	1	1
261	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	0	2	1	1	1
261	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	0	2	1	1	1
261	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	0	2	1	1	1
261	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	0	2	1	1	1
261	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	0	2	1	1	1
261	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	0	2	1	1	1
262	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	0	1	1	1	1
262	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	0	1	1	1	1
262	400	5.8	32	1	700	6.4	256	3	700	6	64	2	1	0	1	1	1	1
262	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	2	0	1	1	1	1
262	700	6	64	2	400	5.8	256	1	600	6.4	32	4	2	0	1	1	1	1
262	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	0	1	1	1	1
262	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	0	1	1	1	1
262	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	0	1	1	1	1
262	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	0	1	1	1	1
262	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	0	1	1	1	1
263	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	1	1	1	1	1
263	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	1	1	1	1	1
263	400	5.8	32	1	700	6.4	256	3	700	6	64	2	3	1	1	1	1	1
263	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	1	1	1	1	1	1
263	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	1	1	1	1	1
263	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	1	1	1	1	1
263	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	1	1	1	1	1
263	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	1	1	1	1	1
263	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	1	1	1	1	1
263	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	1	1	1	1	1
264	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	1	1	1	1	1
264	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	1	1	1	1	1
264	400	5.8	32	1	700	6.4	256	3	700	6	64	2	1	1	1	1	1	1
264	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	1	1	1	1	1	1
264	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	1	1	1	1	1
264	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	1	1	1	1	1
264	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	1	1	1	1	1
264	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	1	1	1	1	1
264	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	1	1	1	1	1
264	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	1	1	1	1	1
265	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	0	2	1	1	1
265	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	0	2	1	1	1
265	400	5.8	32	1	700	6.4	256	3	700	6	64	2	2	0	2	1	1	1
265	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	2	0	2	1	1	1
265	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	0	2	1	1	1
265	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	0	2	1	1	1
265	500	5.8	128	2	500	6	64	2	400	6.2	128	3	2	0	2	1	1	1
265	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	0	2	1	1	1
265	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	0	2	1	1	1
265	500	6.4	32	4	600	6	64	2	400	5.8	256	1	3	0	2	1	1	1
266	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	1	1	1	1	1
266	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	1	1	1	1	1
266	400	5.8	32	1	700	6.4	256	3	700	6	64	2	1	1	1	1	1	1
266	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	1	1	1	1	1	1
266	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	1	1	1	1	1
266	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	1	1	1	1	1
266	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	1	1	1	1	1
266	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	1	1	1	1	1
266	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	1	1	1	1	1
266	500	6.4	32	4	600	6	64	2	400	5.8	256	1	3	1	1	1	1	1
267	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	1	1	1	1	1
267	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	1	1	1	1	1
267	400	5.8	32	1	700	6.4	256	3	700	6	64	2	1	1	1	1	1	1
267	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	1	1	1	1	1	1
267	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	1	1	1	1	1
267	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	1	1	1	1	1
267	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	1	1	1	1	1
267	400	6.2	32	1	600	5.8	128	4	700	6	64	3	2	1	1	1	1	1
267	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	1	1	1	1	1
267	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	1	1	1	1	1
268	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	1	1	1	1	1
268	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	1	1	1	1	1
268	400	5.8	32	1	700	6.4	256	3	700	6	64	2	1	1	1	1	1	1
268	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	1	1	1	1	1	1
268	700	6	64	2	400	5.8	256	1	600	6.4	32	4	2	1	1	1	1	1
268	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	1	1	1	1	1
268	500	5.8	128	2	500	6	64	2	400	6.2	128	3	2	1	1	1	1	1
268	400	6.2	32	1	600	5.8	128	4	700	6	64	3	2	1	1	1	1	1
268	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	1	1	1	1	1
268	500	6.4	32	4	600	6	64	2	400	5.8	256	1	3	1	1	1	1	1
269	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	0	2	1	1	1
269	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	0	2	1	1	1
269	400	5.8	32	1	700	6.4	256	3	700	6	64	2	1	0	2	1	1	1
269	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	2	0	2	1	1	1
269	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	0	2	1	1	1
269	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	0	2	1	1	1
269	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	0	2	1	1	1
269	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	0	2	1	1	1
269	700	6	128	3	700	6.2	128	3	400	6.2	32	1	2	0	2	1	1	1
269	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	0	2	1	1	1
