ID	COST_1	SIZE_1	STORAGE_1	CAM_1	COST_2	SIZE_2	STORAGE_2	CAM_2	COST_3	SIZE_3	STORAGE_3	CAM_3	CHOICE	GENDER	INC	AVAIL_1	AVAIL_2	AVAIL_3
528	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	1	2	1	1	1
528	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	1	2	1	1	1
528	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	1	2	1	1	1
528	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	1	2	1	1	1
528	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	1	2	1	1	1
528	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	1	2	1	1	1
529	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	0	2	1	1	1
529	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	0	2	1	1	1
529	400	5.8	32	1	700	6.4	256	3	700	6	64	2	2	0	2	1	1	1
529	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	2	0	2	1	1	1
529	700	6	64	2	400	5.8	256	1	600	6.4	32	4	1	0	2	1	1	1
529	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	0	2	1	1	1
529	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	0	2	1	1	1
529	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	0	2	1	1	1
529	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	0	2	1	1	1
529	500	6.4	32	4	600	6	64	2	400	5.8	256	1	3	0	2	1	1	1
530	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	1	1	1	1	1
530	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	1	1	1	1	1
530	400	5.8	32	1	700	6.4	256	3	700	6	64	2	1	1	1	1	1	1
530	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	1	1	1	1	1	1
530	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	1	1	1	1	1
530	600	6.2	256	3	500	6	32	2	500	5.8	32	2	2	1	1	1	1	1
530	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	1	1	1	1	1
530	400	6.2	32	1	600	5.8	128	4	700	6	64	3	2	1	1	1	1	1
530	700	6	128	3	700	6.2	128	3	400	6.2	32	1	2	1	1	1	1	1
530	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	1	1	1	1	1
531	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	1	1	1	1	1
531	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	1	1	1	1	1
531	400	5.8	32	1	700	6.4	256	3	700	6	64	2	1	1	1	1	1	1
531	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	1	1	1	1	1	1
531	700	6	64	2	400	5.8	256	1	600	6.4	32	4	2	1	1	1	1	1
531	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	1	1	1	1	1
531	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	1	1	1	1	1
531	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	1	1	1	1	1
531	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	1	1	1	1	1
531	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	1	1	1	1	1
532	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	0	1	1	1	1
532	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	0	1	1	1	1
532	400	5.8	32	1	700	6.4	256	3	700	6	64	2	3	0	1	1	1	1
532	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	2	0	1	1	1	1
532	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	0	1	1	1	1
532	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	0	1	1	1	1
532	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	0	1	1	1	1
532	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	0	1	1	1	1
532	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	0	1	1	1	1
532	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	0	1	1	1	1
533	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	1	2	1	1	1
533	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	1	2	1	1	1
533	400	5.8	32	1	700	6.4	256	3	700	6	64	2	1	1	2	1	1	1
533	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	1	1	2	1	1	1
533	700	6	64	2	400	5.8	256	1	600	6.4	32	4	2	1	2	1	1	1
533	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	1	2	1	1	1
533	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	1	2	1	1	1
533	400	6.2	32	1	600	5.8	128	4	700	6	64	3	2	1	2	1	1	1
533	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	1	2	1	1	1
533	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	1	2	1	1	1
534	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	1	2	1	1	1
534	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	1	2	1	1	1
534	400	5.8	32	1	700	6.4	256	3	700	6	64	2	2	1	2	1	1	1
534	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	1	1	2	1	1	1
534	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	1	2	1	1	1
534	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	1	2	1	1	1
534	500	5.8	128	2	500	6	64	2	400	6.2	128	3	1	1	2	1	1	1
534	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	1	2	1	1	1
534	700	6	128	3	700	6.2	128	3	400	6.2	32	1	1	1	2	1	1	1
534	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	1	2	1	1	1
535	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	0	2	1	1	1
535	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	0	2	1	1	1
535	400	5.8	32	1	700	6.4	256	3	700	6	64	2	2	0	2	1	1	1
535	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	2	0	2	1	1	1
535	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	0	2	1	1	1
535	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	0	2	1	1	1
535	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	0	2	1	1	1
535	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	0	2	1	1	1
535	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	0	2	1	1	1
535	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	0	2	1	1	1
536	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	1	2	1	1	1
536	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	1	2	1	1	1
536	400	5.8	32	1	700	6.4	256	3	700	6	64	2	1	1	2	1	1	1
536	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	2	1	2	1	1	1
536	700	6	64	2	400	5.8	256	1	600	6.4	32	4	2	1	2	1	1	1
536	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	1	2	1	1	1
536	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	1	2	1	1	1
536	400	6.2	32	1	600	5.8	128	4	700	6	64	3	2	1	2	1	1	1
536	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	1	2	1	1	1
536	500	6.4	32	4	600	6	64	2	400	5.8	256	1	3	1	2	1	1	1
537	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	0	2	1	1	1
537	600	6	64	2	400	6.4	32	1	500	5.8	256	4	2	0	2	1	1	1
537	400	5.8	32	1	700	6.4	256	3	700	6	64	2	2	0	2	1	1	1
537	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	1	0	2	1	1	1
537	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	0	2	1	1	1
537	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	0	2	1	1	1
537	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	0	2	1	1	1
537	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	0	2	1	1	1
537	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	0	2	1	1	1
537	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	0	2	1	1	1
538	500	6.4	256	1	400	5.8	32	4	600	6	64	2	1	0	2	1	1	1
538	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	0	2	1	1	1
538	400	5.8	32	1	700	6.4	256	3	700	6	64	2	2	0	2	1	1	1
538	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	2	0	2	1	1	1
538	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	0	2	1	1	1
538	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	0	2	1	1	1
538	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	0	2	1	1	1
538	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	0	2	1	1	1
538	700	6	128	3	700	6.2	128	3	400	6.2	32	1	2	0	2	1	1	1
538	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	0	2	1	1	1
539	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	1	1	1	1	1
539	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	1	1	1	1	1
539	400	5.8	32	1	700	6.4	256	3	700	6	64	2	3	1	1	1	1	1
539	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	1	1	1	1	1	1
539	700	6	64	2	400	5.8	256	1	600	6.4	32	4	2	1	1	1	1	1
539	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	1	1	1	1	1
539	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	1	1	1	1	1
539	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	1	1	1	1	1
539	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	1	1	1	1	1
539	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	1	1	1	1	1
540	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	1	2	1	1	1
540	600	6	64	2	400	6.4	32	1	500	5.8	256	4	1	1	2	1	1	1
540	400	5.8	32	1	700	6.4	256	3	700	6	64	2	1	1	2	1	1	1
540	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	1	1	2	1	1	1
540	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	1	2	1	1	1
540	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	1	2	1	1	1
540	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	1	2	1	1	1
540	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	1	2	1	1	1
540	700	6	128	3	700	6.2	128	3	400	6.2	32	1	2	1	2	1	1	1
540	500	6.4	32	4	600	6	64	2	400	5.8	256	1	2	1	2	1	1	1
541	500	6.4	256	1	400	5.8	32	4	600	6	64	2	3	1	2	1	1	1
541	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	1	2	1	1	1
541	400	5.8	32	1	700	6.4	256	3	700	6	64	2	1	1	2	1	1	1
541	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	1	1	2	1	1	1
541	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	1	2	1	1	1
541	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	1	2	1	1	1
541	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	1	2	1	1	1
541	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	1	2	1	1	1
541	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	1	2	1	1	1
541	500	6.4	32	4	600	6	64	2	400	5.8	256	1	3	1	2	1	1	1
542	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	1	2	1	1	1
542	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	1	2	1	1	1
542	400	5.8	32	1	700	6.4	256	3	700	6	64	2	1	1	2	1	1	1
542	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	1	1	2	1	1	1
542	700	6	64	2	400	5.8	256	1	600	6.4	32	4	2	1	2	1	1	1
542	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	1	2	1	1	1
542	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	1	2	1	1	1
542	400	6.2	32	1	600	5.8	128	4	700	6	64	3	2	1	2	1	1	1
542	700	6	128	3	700	6.2	128	3	400	6.2	32	1	1	1	2	1	1	1
542	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	1	2	1	1	1
543	500	6.4	256	1	400	5.8	32	4	600	6	64	2	3	1	2	1	1	1
543	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	1	2	1	1	1
543	400	5.8	32	1	700	6.4	256	3	700	6	64	2	1	1	2	1	1	1
543	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	2	1	2	1	1	1
543	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	1	2	1	1	1
543	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	1	2	1	1	1
543	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	1	2	1	1	1
543	400	6.2	32	1	600	5.8	128	4	700	6	64	3	2	1	2	1	1	1
543	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	1	2	1	1	1
543	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	1	2	1	1	1
544	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	1	1	1	1	1
544	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	1	1	1	1	1
544	400	5.8	32	1	700	6.4	256	3	700	6	64	2	3	1	1	1	1	1
544	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	1	1	1	1	1	1
544	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	1	1	1	1	1
544	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	1	1	1	1	1
544	500	5.8	128	2	500	6	64	2	400	6.2	128	3	2	1	1	1	1	1
544	400	6.2	32	1	600	5.8	128	4	700	6	64	3	2	1	1	1	1	1
544	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	1	1	1	1	1
544	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	1	1	1	1	1
545	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	0	1	1	1	1
545	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	0	1	1	1	1
545	400	5.8	32	1	700	6.4	256	3	700	6	64	2	2	0	1	1	1	1
545	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	2	0	1	1	1	1
545	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	0	1	1	1	1
545	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	0	1	1	1	1
545	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	0	1	1	1	1
545	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	0	1	1	1	1
545	700	6	128	3	700	6.2	128	3	400	6.2	32	1	2	0	1	1	1	1
545	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	0	1	1	1	1
546	500	6.4	256	1	400	5.8	32	4	600	6	64	2	3	0	2	1	1	1
546	600	6	64	2	400	6.4	32	1	500	5.8	256	4	1	0	2	1	1	1
546	400	5.8	32	1	700	6.4	256	3	700	6	64	2	2	0	2	1	1	1
546	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	2	0	2	1	1	1
546	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	0	2	1	1	1
546	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	0	2	1	1	1
546	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	0	2	1	1	1
546	400	6.2	32	1	600	5.8	128	4	700	6	64	3	2	0	2	1	1	1
546	700	6	128	3	700	6.2	128	3	400	6.2	32	1	2	0	2	1	1	1
546	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	0	2	1	1	1
547	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	1	1	1	1	1
547	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	1	1	1	1	1
547	400	5.8	32	1	700	6.4	256	3	700	6	64	2	1	1	1	1	1	1
547	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	1	1	1	1	1	1
547	700	6	64	2	400	5.8	256	1	600	6.4	32	4	2	1	1	1	1	1
547	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	1	1	1	1	1
547	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	1	1	1	1	1
547	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	1	1	1	1	1
547	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	1	1	1	1	1
547	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	1	1	1	1	1
548	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	1	1	1	1	1
548	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	1	1	1	1	1
548	400	5.8	32	1	700	6.4	256	3	700	6	64	2	1	1	1	1	1	1
548	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	2	1	1	1	1	1
548	700	6	64	2	400	5.8	256	1	600	6.4	32	4	2	1	1	1	1	1
548	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	1	1	1	1	1
548	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	1	1	1	1	1
548	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	1	1	1	1	1
548	700	6	128	3	700	6.2	128	3	400	6.2	32	1	2	1	1	1	1	1
548	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	1	1	1	1	1
549	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	0	2	1	1	1
549	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	0	2	1	1	1
549	400	5.8	32	1	700	6.4	256	3	700	6	64	2	2	0	2	1	1	1
549	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	1	0	2	1	1	1
549	700	6	64	2	400	5.8	256	1	600	6.4	32	4	2	0	2	1	1	1
549	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	0	2	1	1	1
549	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	0	2	1	1	1
549	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	0	2	1	1	1
549	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	0	2	1	1	1
549	500	6.4	32	4	600	6	64	2	400	5.8	256	1	2	0	2	1	1	1
550	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	0	1	1	1	1
550	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	0	1	1	1	1
550	400	5.8	32	1	700	6.4	256	3	700	6	64	2	1	0	1	1	1	1
550	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	1	0	1	1	1	1
550	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	0	1	1	1	1
550	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	0	1	1	1	1
550	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	0	1	1	1	1
550	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	0	1	1	1	1
550	700	6	128	3	700	6.2	128	3	400	6.2	32	1	2	0	1	1	1	1
550	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	0	1	1	1	1
551	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	0	1	1	1	1
551	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	0	1	1	1	1
551	400	5.8	32	1	700	6.4	256	3	700	6	64	2	1	0	1	1	1	1
551	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	2	0	1	1	1	1
551	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	0	1	1	1	1
551	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	0	1	1	1	1
551	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	0	1	1	1	1
551	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	0	1	1	1	1
551	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	0	1	1	1	1
551	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	0	1	1	1	1
552	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	0	2	1	1	1
552	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	0	2	1	1	1
552	400	5.8	32	1	700	6.4	256	3	700	6	64	2	1	0	2	1	1	1
552	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	2	0	2	1	1	1
552	700	6	64	2	400	5.8	256	1	600	6.4	32	4	2	0	2	1	1	1
552	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	0	2	1	1	1
552	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	0	2	1	1	1
552	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	0	2	1	1	1
552	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	0	2	1	1	1
552	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	0	2	1	1	1
553	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	1	1	1	1	1
553	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	1	1	1	1	1
553	400	5.8	32	1	700	6.4	256	3	700	6	64	2	1	1	1	1	1	1
553	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	1	1	1	1	1	1
553	700	6	64	2	400	5.8	256	1	600	6.4	32	4	2	1	1	1	1	1
553	600	6.2	256	3	500	6	32	2	500	5.8	32	2	2	1	1	1	1	1
553	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	1	1	1	1	1
553	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	1	1	1	1	1
553	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	1	1	1	1	1
553	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	1	1	1	1	1
554	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	0	2	1	1	1
554	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	0	2	1	1	1
554	400	5.8	32	1	700	6.4	256	3	700	6	64	2	2	0	2	1	1	1
554	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	2	0	2	1	1	1
554	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	0	2	1	1	1
554	600	6.2	256	3	500	6	32	2	500	5.8	32	2	2	0	2	1	1	1
554	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	0	2	1	1	1
554	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	0	2	1	1	1
554	700	6	128	3	700	6.2	128	3	400	6.2	32	1	2	0	2	1	1	1
554	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	0	2	1	1	1
555	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	1	1	1	1	1
555	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	1	1	1	1	1
555	400	5.8	32	1	700	6.4	256	3	700	6	64	2	1	1	1	1	1	1
555	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	1	1	1	1	1	1
555	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	1	1	1	1	1
555	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	1	1	1	1	1
555	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	1	1	1	1	1
555	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	1	1	1	1	1
555	700	6	128	3	700	6.2	128	3	400	6.2	32	1	1	1	1	1	1	1
555	500	6.4	32	4	600	6	64	2	400	5.8	256	1	3	1	1	1	1	1
556	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	1	2	1	1	1
556	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	1	2	1	1	1
556	400	5.8	32	1	700	6.4	256	3	700	6	64	2	3	1	2	1	1	1
556	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	2	1	2	1	1	1
556	700	6	64	2	400	5.8	256	1	600	6.4	32	4	2	1	2	1	1	1
556	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	1	2	1	1	1
556	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	1	2	1	1	1
556	400	6.2	32	1	600	5.8	128	4	700	6	64	3	2	1	2	1	1	1
556	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	1	2	1	1	1
556	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	1	2	1	1	1
557	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	0	2	1	1	1
557	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	0	2	1	1	1
557	400	5.8	32	1	700	6.4	256	3	700	6	64	2	1	0	2	1	1	1
557	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	2	0	2	1	1	1
557	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	0	2	1	1	1
557	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	0	2	1	1	1
557	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	0	2	1	1	1
557	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	0	2	1	1	1
557	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	0	2	1	1	1
557	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	0	2	1	1	1
558	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	1	2	1	1	1
558	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	1	2	1	1	1
558	400	5.8	32	1	700	6.4	256	3	700	6	64	2	1	1	2	1	1	1
558	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	1	1	2	1	1	1
558	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	1	2	1	1	1
558	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	1	2	1	1	1
558	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	1	2	1	1	1
558	400	6.2	32	1	600	5.8	128	4	700	6	64	3	2	1	2	1	1	1
558	700	6	128	3	700	6.2	128	3	400	6.2	32	1	2	1	2	1	1	1
558	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	1	2	1	1	1
559	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	1	2	1	1	1
559	600	6	64	2	400	6.4	32	1	500	5.8	256	4	2	1	2	1	1	1
559	400	5.8	32	1	700	6.4	256	3	700	6	64	2	3	1	2	1	1	1
559	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	1	1	2	1	1	1
559	700	6	64	2	400	5.8	256	1	600	6.4	32	4	3	1	2	1	1	1
559	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	1	2	1	1	1
559	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	1	2	1	1	1
559	400	6.2	32	1	600	5.8	128	4	700	6	64	3	2	1	2	1	1	1
559	700	6	128	3	700	6.2	128	3	400	6.2	32	1	3	1	2	1	1	1
559	500	6.4	32	4	600	6	64	2	400	5.8	256	1	1	1	2	1	1	1
560	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	1	2	1	1	1
560	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	1	2	1	1	1
560	400	5.8	32	1	700	6.4	256	3	700	6	64	2	2	1	2	1	1	1
560	400	5.8	64	4	500	6.2	64	1	500	6.4	128	1	2	1	2	1	1	1
560	700	6	64	2	400	5.8	256	1	600	6.4	32	4	2	1	2	1	1	1
560	600	6.2	256	3	500	6	32	2	500	5.8	32	2	1	1	2	1	1	1
560	500	5.8	128	2	500	6	64	2	400	6.2	128	3	3	1	2	1	1	1
560	400	6.2	32	1	600	5.8	128	4	700	6	64	3	1	1	2	1	1	1
560	700	6	128	3	700	6.2	128	3	400	6.2	32	1	2	1	2	1	1	1
560	500	6.4	32	4	600	6	64	2	400	5.8	256	1	3	1	2	1	1	1
561	500	6.4	256	1	400	5.8	32	4	600	6	64	2	2	1	2	1	1	1
561	600	6	64	2	400	6.4	32	1	500	5.8	256	4	3	1	2	1	1	1
