ID	ID2	STORES1	TRANSPORT1	CITY1	NOISE1	GREEN1	FOREIGN1	STORES2	TRANSPORT2	CITY2	NOISE2	GREEN2	FOREIGN2	STORES3	TRANSPORT3	CITY3	NOISE3	GREEN3	FOREIGN3	CHOICE	SSTADT	RESPCITY	WOMAN	AGE	ENVCONC	COMPLETE
2	5	10	5	1	2	2	0.4	15	10	2	3	3	0.1	2	15	4	4	4	0.2	1	3	3	0	42	3	1
2	6	15	5	4	4	1	0.1	2	10	5	1	2	0.2	5	15	1	2	3	0.3	2	3	3	0	42	3	1
2	7	10	15	1	3	1	0.4	15	2	2	4	2	0.1	2	5	4	1	3	0.2	3	3	3	0	42	3	1
2	8	15	15	5	4	4	0.4	2	2	1	1	1	0.1	5	5	2	2	2	0.2	2	3	3	0	42	3	1
3	9	15	5	5	1	3	0.4	2	10	1	2	4	0.1	5	15	2	3	1	0.2	2	2	2	1	41	4.5	1
3	10	5	15	1	4	4	0.2	10	2	2	1	1	0.3	15	5	4	2	2	0.4	2	2	2	1	41	4.5	1
3	11	15	2	2	3	2	0.2	2	5	4	4	3	0.3	5	10	5	1	4	0.4	3	2	2	1	41	4.5	1
3	12	10	2	5	1	1	0.3	15	5	1	2	2	0.4	2	10	2	3	3	0.1	1	2	2	1	41	4.5	1
5	17	2	2	1	1	1	0.1	5	5	2	2	2	0.2	10	10	4	3	3	0.3	2	4	4	0	58	3	1
5	18	5	10	5	3	3	0.1	10	15	1	4	4	0.2	15	2	2	1	1	0.3	1	4	4	0	58	3	1
5	19	2	5	4	3	4	0.3	5	10	5	4	1	0.4	10	15	1	1	2	0.1	3	4	4	0	58	3	1
5	20	10	15	2	2	3	0.1	15	2	4	3	4	0.2	2	5	5	4	1	0.3	2	4	4	0	58	3	1
13	49	10	10	4	1	4	0.2	15	15	5	2	1	0.3	2	2	1	3	2	0.4	3	4	4	0	34	2.833333254	1
13	50	10	10	5	4	2	0.3	15	15	1	1	3	0.4	2	2	2	2	4	0.1	3	4	4	0	34	2.833333254	1
13	51	5	2	4	3	2	0.4	10	5	5	4	3	0.1	15	10	1	1	4	0.2	1	4	4	0	34	2.833333254	1
13	52	2	10	1	4	2	0.1	5	15	2	1	3	0.2	10	2	4	2	4	0.3	3	4	4	0	34	2.833333254	1
14	53	15	10	2	2	1	0.2	2	15	4	3	2	0.3	5	2	5	4	3	0.4	1	3	3	1	43	2.833333254	1
14	54	15	2	1	2	4	0.3	2	5	2	3	1	0.4	5	10	4	4	2	0.1	2	3	3	1	43	2.833333254	1
14	55	2	10	2	1	4	0.4	5	15	4	2	1	0.1	10	2	5	3	2	0.2	1	3	3	1	43	2.833333254	1
14	56	5	10	4	2	1	0.4	10	15	5	3	2	0.1	15	2	1	4	3	0.2	3	3	3	1	43	2.833333254	1
19	73	5	15	2	1	2	0.3	10	2	4	2	3	0.4	15	5	5	3	4	0.1	2	4	4	1	28	4.5	1
19	74	2	15	4	2	3	0.3	5	2	5	3	4	0.4	10	5	1	4	1	0.1	3	4	4	1	28	4.5	1
19	75	5	5	1	1	3	0.2	10	10	2	2	4	0.3	15	15	4	3	1	0.4	1	4	4	1	28	4.5	1
19	76	15	15	4	1	2	0.1	2	2	5	2	3	0.2	5	5	1	3	4	0.3	2	4	4	1	28	4.5	1
21	81	10	10	4	1	4	0.2	15	15	5	2	1	0.3	2	2	1	3	2	0.4	1	3	3	1	46	2.833333254	1
21	82	10	10	5	4	2	0.3	15	15	1	1	3	0.4	2	2	2	2	4	0.1	3	3	3	1	46	2.833333254	1
21	83	5	2	4	3	2	0.4	10	5	5	4	3	0.1	15	10	1	1	4	0.2	3	3	3	1	46	2.833333254	1
21	84	2	10	1	4	2	0.1	5	15	2	1	3	0.2	10	2	4	2	4	0.3	3	3	3	1	46	2.833333254	1
24	93	15	10	2	2	1	0.2	2	15	4	3	2	0.3	5	2	5	4	3	0.4	1	1	1	1	52	2.333333254	1
24	94	15	2	1	2	4	0.3	2	5	2	3	1	0.4	5	10	4	4	2	0.1	1	1	1	1	52	2.333333254	1
24	95	2	10	2	1	4	0.4	5	15	4	2	1	0.1	10	2	5	3	2	0.2	2	1	1	1	52	2.333333254	1
24	96	5	10	4	2	1	0.4	10	15	5	3	2	0.1	15	2	1	4	3	0.2	1	1	1	1	52	2.333333254	1
25	97	5	15	2	1	2	0.3	10	2	4	2	3	0.4	15	5	5	3	4	0.1	3	2	2	1	41	3.5	1
25	98	2	15	4	2	3	0.3	5	2	5	3	4	0.4	10	5	1	4	1	0.1	2	2	2	1	41	3.5	1
25	99	5	5	1	1	3	0.2	10	10	2	2	4	0.3	15	15	4	3	1	0.4	2	2	2	1	41	3.5	1
25	100	15	15	4	1	2	0.1	2	2	5	2	3	0.2	5	5	1	3	4	0.3	3	2	2	1	41	3.5	1
27	105	15	5	5	1	3	0.4	2	10	1	2	4	0.1	5	15	2	3	1	0.2	2	2	2	1	59	4.5	1
27	106	5	15	1	4	4	0.2	10	2	2	1	1	0.3	15	5	4	2	2	0.4	2	2	2	1	59	4.5	1
27	107	15	2	2	3	2	0.2	2	5	4	4	3	0.3	5	10	5	1	4	0.4	1	2	2	1	59	4.5	1
27	108	10	2	5	1	1	0.3	15	5	1	2	2	0.4	2	10	2	3	3	0.1	3	2	2	1	59	4.5	1
28	109	5	15	2	1	2	0.3	10	2	4	2	3	0.4	15	5	5	3	4	0.1	2	1	1	0	69	2.333333254	1
28	110	2	15	4	2	3	0.3	5	2	5	3	4	0.4	10	5	1	4	1	0.1	1	1	1	0	69	2.333333254	1
28	111	5	5	1	1	3	0.2	10	10	2	2	4	0.3	15	15	4	3	1	0.4	2	1	1	0	69	2.333333254	1
28	112	15	15	4	1	2	0.1	2	2	5	2	3	0.2	5	5	1	3	4	0.3	3	1	1	0	69	2.333333254	1
34	133	15	10	2	2	1	0.2	2	15	4	3	2	0.3	5	2	5	4	3	0.4	2	3	3	0	31	3.833333254	1
34	134	15	2	1	2	4	0.3	2	5	2	3	1	0.4	5	10	4	4	2	0.1	1	3	3	0	31	3.833333254	1
34	135	2	10	2	1	4	0.4	5	15	4	2	1	0.1	10	2	5	3	2	0.2	1	3	3	0	31	3.833333254	1
34	136	5	10	4	2	1	0.4	10	15	5	3	2	0.1	15	2	1	4	3	0.2	1	3	3	0	31	3.833333254	1
39	153	2	15	5	3	1	0.2	5	2	1	4	2	0.3	10	5	2	1	3	0.4	2	4	4	0	36	4	1
39	154	2	2	2	4	3	0.4	5	5	4	1	4	0.1	10	10	5	2	1	0.2	1	4	4	0	36	4	1
39	155	10	2	4	4	3	0.2	15	5	5	1	4	0.3	2	10	1	2	1	0.4	1	4	4	0	36	4	1
39	156	2	5	5	2	2	0.2	5	10	1	3	3	0.3	10	15	2	4	4	0.4	2	4	4	0	36	4	1
41	161	2	2	1	1	1	0.1	5	5	2	2	2	0.2	10	10	4	3	3	0.3	1	2	2	0	61	2.5	1
41	162	5	10	5	3	3	0.1	10	15	1	4	4	0.2	15	2	2	1	1	0.3	3	2	2	0	61	2.5	1
41	163	2	5	4	3	4	0.3	5	10	5	4	1	0.4	10	15	1	1	2	0.1	1	2	2	0	61	2.5	1
41	164	10	15	2	2	3	0.1	15	2	4	3	4	0.2	2	5	5	4	1	0.3	3	2	2	0	61	2.5	1
43	169	2	2	1	1	1	0.1	5	5	2	2	2	0.2	10	10	4	3	3	0.3	2	2	2	0	33	2.666666746	1
43	170	5	10	5	3	3	0.1	10	15	1	4	4	0.2	15	2	2	1	1	0.3	1	2	2	0	33	2.666666746	1
43	171	2	5	4	3	4	0.3	5	10	5	4	1	0.4	10	15	1	1	2	0.1	3	2	2	0	33	2.666666746	1
43	172	10	15	2	2	3	0.1	15	2	4	3	4	0.2	2	5	5	4	1	0.3	2	2	2	0	33	2.666666746	1
45	177	15	5	5	1	3	0.4	2	10	1	2	4	0.1	5	15	2	3	1	0.2	2	3	3	0	28	5	1
45	178	5	15	1	4	4	0.2	10	2	2	1	1	0.3	15	5	4	2	2	0.4	2	3	3	0	28	5	1
45	179	15	2	2	3	2	0.2	2	5	4	4	3	0.3	5	10	5	1	4	0.4	1	3	3	0	28	5	1
45	180	10	2	5	1	1	0.3	15	5	1	2	2	0.4	2	10	2	3	3	0.1	2	3	3	0	28	5	1
49	193	5	15	2	1	2	0.3	10	2	4	2	3	0.4	15	5	5	3	4	0.1	1	1	1	1	39	4.5	1
49	194	2	15	4	2	3	0.3	5	2	5	3	4	0.4	10	5	1	4	1	0.1	1	1	1	1	39	4.5	1
49	195	5	5	1	1	3	0.2	10	10	2	2	4	0.3	15	15	4	3	1	0.4	1	1	1	1	39	4.5	1
49	196	15	15	4	1	2	0.1	2	2	5	2	3	0.2	5	5	1	3	4	0.3	3	1	1	1	39	4.5	1
52	205	10	10	4	1	4	0.2	15	15	5	2	1	0.3	2	2	1	3	2	0.4	1	3	3	1	63	4.666666508	1
52	206	10	10	5	4	2	0.3	15	15	1	1	3	0.4	2	2	2	2	4	0.1	3	3	3	1	63	4.666666508	1
52	207	5	2	4	3	2	0.4	10	5	5	4	3	0.1	15	10	1	1	4	0.2	3	3	3	1	63	4.666666508	1
52	208	2	10	1	4	2	0.1	5	15	2	1	3	0.2	10	2	4	2	4	0.3	3	3	3	1	63	4.666666508	1
61	241	5	15	2	1	2	0.3	10	2	4	2	3	0.4	15	5	5	3	4	0.1	2	1	1	0	26	3.333333254	1
61	242	2	15	4	2	3	0.3	5	2	5	3	4	0.4	10	5	1	4	1	0.1	2	1	1	0	26	3.333333254	1
61	243	5	5	1	1	3	0.2	10	10	2	2	4	0.3	15	15	4	3	1	0.4	2	1	1	0	26	3.333333254	1
61	244	15	15	4	1	2	0.1	2	2	5	2	3	0.2	5	5	1	3	4	0.3	2	1	1	0	26	3.333333254	1
63	249	15	10	1	3	3	0.3	2	15	2	4	4	0.4	5	2	4	1	1	0.1	1	1	1	0	49	2.333333254	1
63	250	10	5	2	3	4	0.1	15	10	4	4	1	0.2	2	15	5	1	2	0.3	1	1	1	0	49	2.333333254	1
63	251	5	2	5	2	4	0.1	10	5	1	3	1	0.2	15	10	2	4	2	0.3	2	1	1	0	49	2.333333254	1
63	252	5	5	2	4	1	0.3	10	10	4	1	2	0.4	15	15	5	2	3	0.1	2	1	1	0	49	2.333333254	1
65	257	10	5	1	2	2	0.4	15	10	2	3	3	0.1	2	15	4	4	4	0.2	1	3	3	0	44	4.5	1
65	258	15	5	4	4	1	0.1	2	10	5	1	2	0.2	5	15	1	2	3	0.3	3	3	3	0	44	4.5	1
65	259	10	15	1	3	1	0.4	15	2	2	4	2	0.1	2	5	4	1	3	0.2	3	3	3	0	44	4.5	1
65	260	15	15	5	4	4	0.4	2	2	1	1	1	0.1	5	5	2	2	2	0.2	3	3	3	0	44	4.5	1
66	261	15	10	1	3	3	0.3	2	15	2	4	4	0.4	5	2	4	1	1	0.1	1	1	1	0	25	4.833333492	1
66	262	10	5	2	3	4	0.1	15	10	4	4	1	0.2	2	15	5	1	2	0.3	1	1	1	0	25	4.833333492	1
66	263	5	2	5	2	4	0.1	10	5	1	3	1	0.2	15	10	2	4	2	0.3	2	1	1	0	25	4.833333492	1
66	264	5	5	2	4	1	0.3	10	10	4	1	2	0.4	15	15	5	2	3	0.1	1	1	1	0	25	4.833333492	1
69	273	15	10	1	3	3	0.3	2	15	2	4	4	0.4	5	2	4	1	1	0.1	1	1	1	1	31	2.666666746	1
69	274	10	5	2	3	4	0.1	15	10	4	4	1	0.2	2	15	5	1	2	0.3	1	1	1	1	31	2.666666746	1
69	275	5	2	5	2	4	0.1	10	5	1	3	1	0.2	15	10	2	4	2	0.3	1	1	1	1	31	2.666666746	1
69	276	5	5	2	4	1	0.3	10	10	4	1	2	0.4	15	15	5	2	3	0.1	1	1	1	1	31	2.666666746	1
71	281	15	10	1	3	3	0.3	2	15	2	4	4	0.4	5	2	4	1	1	0.1	2	2	2	1	26	3.333333254	1
71	282	10	5	2	3	4	0.1	15	10	4	4	1	0.2	2	15	5	1	2	0.3	1	2	2	1	26	3.333333254	1
71	283	5	2	5	2	4	0.1	10	5	1	3	1	0.2	15	10	2	4	2	0.3	1	2	2	1	26	3.333333254	1
71	284	5	5	2	4	1	0.3	10	10	4	1	2	0.4	15	15	5	2	3	0.1	3	2	2	1	26	3.333333254	1
74	293	15	10	2	2	1	0.2	2	15	4	3	2	0.3	5	2	5	4	3	0.4	3	1	1	0	35	4.333333492	1
74	294	15	2	1	2	4	0.3	2	5	2	3	1	0.4	5	10	4	4	2	0.1	2	1	1	0	35	4.333333492	1
74	295	2	10	2	1	4	0.4	5	15	4	2	1	0.1	10	2	5	3	2	0.2	3	1	1	0	35	4.333333492	1
74	296	5	10	4	2	1	0.4	10	15	5	3	2	0.1	15	2	1	4	3	0.2	1	1	1	0	35	4.333333492	1
75	297	15	10	1	3	3	0.3	2	15	2	4	4	0.4	5	2	4	1	1	0.1	1	4	4	1	51	3.333333254	1
75	298	10	5	2	3	4	0.1	15	10	4	4	1	0.2	2	15	5	1	2	0.3	1	4	4	1	51	3.333333254	1
75	299	5	2	5	2	4	0.1	10	5	1	3	1	0.2	15	10	2	4	2	0.3	1	4	4	1	51	3.333333254	1
75	300	5	5	2	4	1	0.3	10	10	4	1	2	0.4	15	15	5	2	3	0.1	2	4	4	1	51	3.333333254	1
76	301	15	5	5	1	3	0.4	2	10	1	2	4	0.1	5	15	2	3	1	0.2	2	3	3	1	45	4	1
76	302	5	15	1	4	4	0.2	10	2	2	1	1	0.3	15	5	4	2	2	0.4	2	3	3	1	45	4	1
76	303	15	2	2	3	2	0.2	2	5	4	4	3	0.3	5	10	5	1	4	0.4	3	3	3	1	45	4	1
76	304	10	2	5	1	1	0.3	15	5	1	2	2	0.4	2	10	2	3	3	0.1	3	3	3	1	45	4	1
78	309	2	2	1	1	1	0.1	5	5	2	2	2	0.2	10	10	4	3	3	0.3	1	1	1	0	26	3.333333254	1
78	310	5	10	5	3	3	0.1	10	15	1	4	4	0.2	15	2	2	1	1	0.3	2	1	1	0	26	3.333333254	1
78	311	2	5	4	3	4	0.3	5	10	5	4	1	0.4	10	15	1	1	2	0.1	1	1	1	0	26	3.333333254	1
78	312	10	15	2	2	3	0.1	15	2	4	3	4	0.2	2	5	5	4	1	0.3	3	1	1	0	26	3.333333254	1
79	313	5	15	2	1	2	0.3	10	2	4	2	3	0.4	15	5	5	3	4	0.1	2	3	3	1	58	4.166666508	1
79	314	2	15	4	2	3	0.3	5	2	5	3	4	0.4	10	5	1	4	1	0.1	1	3	3	1	58	4.166666508	1
79	315	5	5	1	1	3	0.2	10	10	2	2	4	0.3	15	15	4	3	1	0.4	1	3	3	1	58	4.166666508	1
79	316	15	15	4	1	2	0.1	2	2	5	2	3	0.2	5	5	1	3	4	0.3	3	3	3	1	58	4.166666508	1
82	325	2	2	1	1	1	0.1	5	5	2	2	2	0.2	10	10	4	3	3	0.3	1	1	1	1	58	1.666666627	1
82	326	5	10	5	3	3	0.1	10	15	1	4	4	0.2	15	2	2	1	1	0.3	2	1	1	1	58	1.666666627	1
82	327	2	5	4	3	4	0.3	5	10	5	4	1	0.4	10	15	1	1	2	0.1	3	1	1	1	58	1.666666627	1
82	328	10	15	2	2	3	0.1	15	2	4	3	4	0.2	2	5	5	4	1	0.3	1	1	1	1	58	1.666666627	1
87	345	15	5	5	1	3	0.4	2	10	1	2	4	0.1	5	15	2	3	1	0.2	2	1	1	0	58	3.333333254	1
87	346	5	15	1	4	4	0.2	10	2	2	1	1	0.3	15	5	4	2	2	0.4	3	1	1	0	58	3.333333254	1
87	347	15	2	2	3	2	0.2	2	5	4	4	3	0.3	5	10	5	1	4	0.4	1	1	1	0	58	3.333333254	1
87	348	10	2	5	1	1	0.3	15	5	1	2	2	0.4	2	10	2	3	3	0.1	3	1	1	0	58	3.333333254	1
95	377	15	10	2	2	1	0.2	2	15	4	3	2	0.3	5	2	5	4	3	0.4	1	2	2	1	62	2.666666746	1
95	378	15	2	1	2	4	0.3	2	5	2	3	1	0.4	5	10	4	4	2	0.1	2	2	2	1	62	2.666666746	1
95	379	2	10	2	1	4	0.4	5	15	4	2	1	0.1	10	2	5	3	2	0.2	1	2	2	1	62	2.666666746	1
95	380	5	10	4	2	1	0.4	10	15	5	3	2	0.1	15	2	1	4	3	0.2	2	2	2	1	62	2.666666746	1
98	389	10	5	1	2	2	0.4	15	10	2	3	3	0.1	2	15	4	4	4	0.2	2	4	4	1	31	3.666666746	1
98	390	15	5	4	4	1	0.1	2	10	5	1	2	0.2	5	15	1	2	3	0.3	3	4	4	1	31	3.666666746	1
98	391	10	15	1	3	1	0.4	15	2	2	4	2	0.1	2	5	4	1	3	0.2	3	4	4	1	31	3.666666746	1
98	392	15	15	5	4	4	0.4	2	2	1	1	1	0.1	5	5	2	2	2	0.2	2	4	4	1	31	3.666666746	1
112	445	2	15	5	3	1	0.2	5	2	1	4	2	0.3	10	5	2	1	3	0.4	3	1	1	1	36	4.5	1
112	446	2	2	2	4	3	0.4	5	5	4	1	4	0.1	10	10	5	2	1	0.2	1	1	1	1	36	4.5	1
112	447	10	2	4	4	3	0.2	15	5	5	1	4	0.3	2	10	1	2	1	0.4	1	1	1	1	36	4.5	1
112	448	2	5	5	2	2	0.2	5	10	1	3	3	0.3	10	15	2	4	4	0.4	2	1	1	1	36	4.5	1
113	449	15	5	5	1	3	0.4	2	10	1	2	4	0.1	5	15	2	3	1	0.2	2	3	3	1	29	3.666666746	1
113	450	5	15	1	4	4	0.2	10	2	2	1	1	0.3	15	5	4	2	2	0.4	3	3	3	1	29	3.666666746	1
113	451	15	2	2	3	2	0.2	2	5	4	4	3	0.3	5	10	5	1	4	0.4	2	3	3	1	29	3.666666746	1
113	452	10	2	5	1	1	0.3	15	5	1	2	2	0.4	2	10	2	3	3	0.1	3	3	3	1	29	3.666666746	1
115	457	2	2	1	1	1	0.1	5	5	2	2	2	0.2	10	10	4	3	3	0.3	1	3	3	0	25	2.166666746	1
115	458	5	10	5	3	3	0.1	10	15	1	4	4	0.2	15	2	2	1	1	0.3	3	3	3	0	25	2.166666746	1
115	459	2	5	4	3	4	0.3	5	10	5	4	1	0.4	10	15	1	1	2	0.1	1	3	3	0	25	2.166666746	1
115	460	10	15	2	2	3	0.1	15	2	4	3	4	0.2	2	5	5	4	1	0.3	3	3	3	0	25	2.166666746	1
123	489	10	10	4	1	4	0.2	15	15	5	2	1	0.3	2	2	1	3	2	0.4	3	3	3	0	47	3	1
123	490	10	10	5	4	2	0.3	15	15	1	1	3	0.4	2	2	2	2	4	0.1	3	3	3	0	47	3	1
123	491	5	2	4	3	2	0.4	10	5	5	4	3	0.1	15	10	1	1	4	0.2	3	3	3	0	47	3	1
123	492	2	10	1	4	2	0.1	5	15	2	1	3	0.2	10	2	4	2	4	0.3	1	3	3	0	47	3	1
124	493	5	15	2	1	2	0.3	10	2	4	2	3	0.4	15	5	5	3	4	0.1	1	3	3	1	31	2.833333254	1
124	494	2	15	4	2	3	0.3	5	2	5	3	4	0.4	10	5	1	4	1	0.1	1	3	3	1	31	2.833333254	1
124	495	5	5	1	1	3	0.2	10	10	2	2	4	0.3	15	15	4	3	1	0.4	1	3	3	1	31	2.833333254	1
124	496	15	15	4	1	2	0.1	2	2	5	2	3	0.2	5	5	1	3	4	0.3	3	3	3	1	31	2.833333254	1
129	513	10	5	1	2	2	0.4	15	10	2	3	3	0.1	2	15	4	4	4	0.2	1	3	3	0	31	4	1
129	514	15	5	4	4	1	0.1	2	10	5	1	2	0.2	5	15	1	2	3	0.3	3	3	3	0	31	4	1
129	515	10	15	1	3	1	0.4	15	2	2	4	2	0.1	2	5	4	1	3	0.2	1	3	3	0	31	4	1
129	516	15	15	5	4	4	0.4	2	2	1	1	1	0.1	5	5	2	2	2	0.2	2	3	3	0	31	4	1
133	529	10	10	4	1	4	0.2	15	15	5	2	1	0.3	2	2	1	3	2	0.4	1	1	1	1	27	4.333333492	1
133	530	10	10	5	4	2	0.3	15	15	1	1	3	0.4	2	2	2	2	4	0.1	3	1	1	1	27	4.333333492	1
133	531	5	2	4	3	2	0.4	10	5	5	4	3	0.1	15	10	1	1	4	0.2	3	1	1	1	27	4.333333492	1
133	532	2	10	1	4	2	0.1	5	15	2	1	3	0.2	10	2	4	2	4	0.3	1	1	1	1	27	4.333333492	1
135	537	15	10	1	3	3	0.3	2	15	2	4	4	0.4	5	2	4	1	1	0.1	1	1	1	0	51	3	1
135	538	10	5	2	3	4	0.1	15	10	4	4	1	0.2	2	15	5	1	2	0.3	1	1	1	0	51	3	1
135	539	5	2	5	2	4	0.1	10	5	1	3	1	0.2	15	10	2	4	2	0.3	2	1	1	0	51	3	1
135	540	5	5	2	4	1	0.3	10	10	4	1	2	0.4	15	15	5	2	3	0.1	1	1	1	0	51	3	1
139	553	15	10	2	2	1	0.2	2	15	4	3	2	0.3	5	2	5	4	3	0.4	1	1	1	0	59	3.833333254	1
139	554	15	2	1	2	4	0.3	2	5	2	3	1	0.4	5	10	4	4	2	0.1	1	1	1	0	59	3.833333254	1
139	555	2	10	2	1	4	0.4	5	15	4	2	1	0.1	10	2	5	3	2	0.2	1	1	1	0	59	3.833333254	1
139	556	5	10	4	2	1	0.4	10	15	5	3	2	0.1	15	2	1	4	3	0.2	3	1	1	0	59	3.833333254	1
147	585	10	5	1	2	2	0.4	15	10	2	3	3	0.1	2	15	4	4	4	0.2	2	1	1	0	35	4	1
147	586	15	5	4	4	1	0.1	2	10	5	1	2	0.2	5	15	1	2	3	0.3	2	1	1	0	35	4	1
147	587	10	15	1	3	1	0.4	15	2	2	4	2	0.1	2	5	4	1	3	0.2	3	1	1	0	35	4	1
147	588	15	15	5	4	4	0.4	2	2	1	1	1	0.1	5	5	2	2	2	0.2	2	1	1	0	35	4	1
149	593	15	10	2	2	1	0.2	2	15	4	3	2	0.3	5	2	5	4	3	0.4	1	4	4	1	55	3.833333254	1
149	594	15	2	1	2	4	0.3	2	5	2	3	1	0.4	5	10	4	4	2	0.1	1	4	4	1	55	3.833333254	1
149	595	2	10	2	1	4	0.4	5	15	4	2	1	0.1	10	2	5	3	2	0.2	1	4	4	1	55	3.833333254	1
149	596	5	10	4	2	1	0.4	10	15	5	3	2	0.1	15	2	1	4	3	0.2	1	4	4	1	55	3.833333254	1
155	617	2	15	5	3	1	0.2	5	2	1	4	2	0.3	10	5	2	1	3	0.4	3	1	1	1	28	5	1
155	618	2	2	2	4	3	0.4	5	5	4	1	4	0.1	10	10	5	2	1	0.2	1	1	1	1	28	5	1
155	619	10	2	4	4	3	0.2	15	5	5	1	4	0.3	2	10	1	2	1	0.4	3	1	1	1	28	5	1
155	620	2	5	5	2	2	0.2	5	10	1	3	3	0.3	10	15	2	4	4	0.4	2	1	1	1	28	5	1
159	633	10	5	1	2	2	0.4	15	10	2	3	3	0.1	2	15	4	4	4	0.2	1	1	1	0	53	5	1
159	634	15	5	4	4	1	0.1	2	10	5	1	2	0.2	5	15	1	2	3	0.3	3	1	1	0	53	5	1
159	635	10	15	1	3	1	0.4	15	2	2	4	2	0.1	2	5	4	1	3	0.2	3	1	1	0	53	5	1
159	636	15	15	5	4	4	0.4	2	2	1	1	1	0.1	5	5	2	2	2	0.2	3	1	1	0	53	5	1
161	641	5	15	2	1	2	0.3	10	2	4	2	3	0.4	15	5	5	3	4	0.1	1	2	2	1	48	2.666666746	1
161	642	2	15	4	2	3	0.3	5	2	5	3	4	0.4	10	5	1	4	1	0.1	2	2	2	1	48	2.666666746	1
161	643	5	5	1	1	3	0.2	10	10	2	2	4	0.3	15	15	4	3	1	0.4	2	2	2	1	48	2.666666746	1
161	644	15	15	4	1	2	0.1	2	2	5	2	3	0.2	5	5	1	3	4	0.3	2	2	2	1	48	2.666666746	1
165	657	15	10	1	3	3	0.3	2	15	2	4	4	0.4	5	2	4	1	1	0.1	1	1	1	0	44	4.5	1
165	658	10	5	2	3	4	0.1	15	10	4	4	1	0.2	2	15	5	1	2	0.3	1	1	1	0	44	4.5	1
165	659	5	2	5	2	4	0.1	10	5	1	3	1	0.2	15	10	2	4	2	0.3	1	1	1	0	44	4.5	1
165	660	5	5	2	4	1	0.3	10	10	4	1	2	0.4	15	15	5	2	3	0.1	2	1	1	0	44	4.5	1
167	665	5	15	2	1	2	0.3	10	2	4	2	3	0.4	15	5	5	3	4	0.1	3	3	3	1	24	3.166666746	1
167	666	2	15	4	2	3	0.3	5	2	5	3	4	0.4	10	5	1	4	1	0.1	2	3	3	1	24	3.166666746	1
167	667	5	5	1	1	3	0.2	10	10	2	2	4	0.3	15	15	4	3	1	0.4	1	3	3	1	24	3.166666746	1
167	668	15	15	4	1	2	0.1	2	2	5	2	3	0.2	5	5	1	3	4	0.3	2	3	3	1	24	3.166666746	1
168	669	15	10	2	2	1	0.2	2	15	4	3	2	0.3	5	2	5	4	3	0.4	3	1	1	1	31	3.666666746	1
168	670	15	2	1	2	4	0.3	2	5	2	3	1	0.4	5	10	4	4	2	0.1	2	1	1	1	31	3.666666746	1
168	671	2	10	2	1	4	0.4	5	15	4	2	1	0.1	10	2	5	3	2	0.2	1	1	1	1	31	3.666666746	1
168	672	5	10	4	2	1	0.4	10	15	5	3	2	0.1	15	2	1	4	3	0.2	2	1	1	1	31	3.666666746	1
173	689	5	15	2	1	2	0.3	10	2	4	2	3	0.4	15	5	5	3	4	0.1	1	3	3	0	27	3.5	1
173	690	2	15	4	2	3	0.3	5	2	5	3	4	0.4	10	5	1	4	1	0.1	1	3	3	0	27	3.5	1
173	691	5	5	1	1	3	0.2	10	10	2	2	4	0.3	15	15	4	3	1	0.4	1	3	3	0	27	3.5	1
173	692	15	15	4	1	2	0.1	2	2	5	2	3	0.2	5	5	1	3	4	0.3	2	3	3	0	27	3.5	1
182	725	2	2	1	1	1	0.1	5	5	2	2	2	0.2	10	10	4	3	3	0.3	2	2	2	1	35	4.166666508	1
182	726	5	10	5	3	3	0.1	10	15	1	4	4	0.2	15	2	2	1	1	0.3	1	2	2	1	35	4.166666508	1
182	727	2	5	4	3	4	0.3	5	10	5	4	1	0.4	10	15	1	1	2	0.1	3	2	2	1	35	4.166666508	1
182	728	10	15	2	2	3	0.1	15	2	4	3	4	0.2	2	5	5	4	1	0.3	2	2	2	1	35	4.166666508	1
186	741	15	10	2	2	1	0.2	2	15	4	3	2	0.3	5	2	5	4	3	0.4	2	3	3	1	35	3.666666746	1
186	742	15	2	1	2	4	0.3	2	5	2	3	1	0.4	5	10	4	4	2	0.1	2	3	3	1	35	3.666666746	1
186	743	2	10	2	1	4	0.4	5	15	4	2	1	0.1	10	2	5	3	2	0.2	1	3	3	1	35	3.666666746	1
186	744	5	10	4	2	1	0.4	10	15	5	3	2	0.1	15	2	1	4	3	0.2	1	3	3	1	35	3.666666746	1
187	745	10	5	1	2	2	0.4	15	10	2	3	3	0.1	2	15	4	4	4	0.2	1	3	3	1	35	4.666666508	1
187	746	15	5	4	4	1	0.1	2	10	5	1	2	0.2	5	15	1	2	3	0.3	3	3	3	1	35	4.666666508	1
187	747	10	15	1	3	1	0.4	15	2	2	4	2	0.1	2	5	4	1	3	0.2	1	3	3	1	35	4.666666508	1
187	748	15	15	5	4	4	0.4	2	2	1	1	1	0.1	5	5	2	2	2	0.2	2	3	3	1	35	4.666666508	1
196	781	10	5	1	2	2	0.4	15	10	2	3	3	0.1	2	15	4	4	4	0.2	1	2	2	1	36	2.833333254	1
196	782	15	5	4	4	1	0.1	2	10	5	1	2	0.2	5	15	1	2	3	0.3	2	2	2	1	36	2.833333254	1
196	783	10	15	1	3	1	0.4	15	2	2	4	2	0.1	2	5	4	1	3	0.2	3	2	2	1	36	2.833333254	1
196	784	15	15	5	4	4	0.4	2	2	1	1	1	0.1	5	5	2	2	2	0.2	3	2	2	1	36	2.833333254	1
