ID	ID2	STORES1	TRANSPORT1	CITY1	NOISE1	GREEN1	FOREIGN1	STORES2	TRANSPORT2	CITY2	NOISE2	GREEN2	FOREIGN2	STORES3	TRANSPORT3	CITY3	NOISE3	GREEN3	FOREIGN3	CHOICE	SSTADT	RESPCITY	WOMAN	AGE	ENVCONC	COMPLETE
628	2511	10	15	1	3	1	0.4	15	2	2	4	2	0.1	2	5	4	1	3	0.2	3	3	3	1	19	4.5	1
628	2512	15	15	5	4	4	0.4	2	2	1	1	1	0.1	5	5	2	2	2	0.2	3	3	3	1	19	4.5	1
633	2529	15	10	2	2	1	0.2	2	15	4	3	2	0.3	5	2	5	4	3	0.4	2	4	4	0	42	3.5	1
633	2530	15	2	1	2	4	0.3	2	5	2	3	1	0.4	5	10	4	4	2	0.1	1	4	4	0	42	3.5	1
633	2531	2	10	2	1	4	0.4	5	15	4	2	1	0.1	10	2	5	3	2	0.2	3	4	4	0	42	3.5	1
633	2532	5	10	4	2	1	0.4	10	15	5	3	2	0.1	15	2	1	4	3	0.2	1	4	4	0	42	3.5	1
637	2545	15	10	1	3	3	0.3	2	15	2	4	4	0.4	5	2	4	1	1	0.1	3	1	1	1	24	4	1
637	2546	10	5	2	3	4	0.1	15	10	4	4	1	0.2	2	15	5	1	2	0.3	1	1	1	1	24	4	1
637	2547	5	2	5	2	4	0.1	10	5	1	3	1	0.2	15	10	2	4	2	0.3	1	1	1	1	24	4	1
637	2548	5	5	2	4	1	0.3	10	10	4	1	2	0.4	15	15	5	2	3	0.1	1	1	1	1	24	4	1
638	2549	15	10	1	3	3	0.3	2	15	2	4	4	0.4	5	2	4	1	1	0.1	3	3	3	0	32	4.833333492	1
638	2550	10	5	2	3	4	0.1	15	10	4	4	1	0.2	2	15	5	1	2	0.3	1	3	3	0	32	4.833333492	1
638	2551	5	2	5	2	4	0.1	10	5	1	3	1	0.2	15	10	2	4	2	0.3	1	3	3	0	32	4.833333492	1
638	2552	5	5	2	4	1	0.3	10	10	4	1	2	0.4	15	15	5	2	3	0.1	1	3	3	0	32	4.833333492	1
641	2561	10	10	4	1	4	0.2	15	15	5	2	1	0.3	2	2	1	3	2	0.4	3	1	1	0	52	4.5	1
641	2562	10	10	5	4	2	0.3	15	15	1	1	3	0.4	2	2	2	2	4	0.1	2	1	1	0	52	4.5	1
641	2563	5	2	4	3	2	0.4	10	5	5	4	3	0.1	15	10	1	1	4	0.2	1	1	1	0	52	4.5	1
641	2564	2	10	1	4	2	0.1	5	15	2	1	3	0.2	10	2	4	2	4	0.3	2	1	1	0	52	4.5	1
646	2581	5	15	2	1	2	0.3	10	2	4	2	3	0.4	15	5	5	3	4	0.1	3	2	2	0	62	99999	0
646	2582	2	15	4	2	3	0.3	5	2	5	3	4	0.4	10	5	1	4	1	0.1	1	2	2	0	62	99999	0
646	2583	5	5	1	1	3	0.2	10	10	2	2	4	0.3	15	15	4	3	1	0.4	1	2	2	0	62	99999	0
646	2584	15	15	4	1	2	0.1	2	2	5	2	3	0.2	5	5	1	3	4	0.3	3	2	2	0	62	99999	0
650	2597	2	15	5	3	1	0.2	5	2	1	4	2	0.3	10	5	2	1	3	0.4	3	3	3	1	30	5	1
650	2598	2	2	2	4	3	0.4	5	5	4	1	4	0.1	10	10	5	2	1	0.2	2	3	3	1	30	5	1
650	2599	10	2	4	4	3	0.2	15	5	5	1	4	0.3	2	10	1	2	1	0.4	2	3	3	1	30	5	1
650	2600	2	5	5	2	2	0.2	5	10	1	3	3	0.3	10	15	2	4	4	0.4	2	3	3	1	30	5	1
657	2625	10	10	4	1	4	0.2	15	15	5	2	1	0.3	2	2	1	3	2	0.4	1	3	3	1	35	4.166666508	1
657	2626	10	10	5	4	2	0.3	15	15	1	1	3	0.4	2	2	2	2	4	0.1	3	3	3	1	35	4.166666508	1
657	2627	5	2	4	3	2	0.4	10	5	5	4	3	0.1	15	10	1	1	4	0.2	3	3	3	1	35	4.166666508	1
657	2628	2	10	1	4	2	0.1	5	15	2	1	3	0.2	10	2	4	2	4	0.3	2	3	3	1	35	4.166666508	1
661	2641	10	5	1	2	2	0.4	15	10	2	3	3	0.1	2	15	4	4	4	0.2	1	4	4	1	61	3.666666746	1
661	2642	15	5	4	4	1	0.1	2	10	5	1	2	0.2	5	15	1	2	3	0.3	2	4	4	1	61	3.666666746	1
661	2643	10	15	1	3	1	0.4	15	2	2	4	2	0.1	2	5	4	1	3	0.2	3	4	4	1	61	3.666666746	1
661	2644	15	15	5	4	4	0.4	2	2	1	1	1	0.1	5	5	2	2	2	0.2	2	4	4	1	61	3.666666746	1
665	2657	2	2	1	1	1	0.1	5	5	2	2	2	0.2	10	10	4	3	3	0.3	2	3	3	1	61	4	1
665	2658	5	10	5	3	3	0.1	10	15	1	4	4	0.2	15	2	2	1	1	0.3	3	3	3	1	61	4	1
665	2659	2	5	4	3	4	0.3	5	10	5	4	1	0.4	10	15	1	1	2	0.1	3	3	3	1	61	4	1
665	2660	10	15	2	2	3	0.1	15	2	4	3	4	0.2	2	5	5	4	1	0.3	1	3	3	1	61	4	1
666	2661	5	15	2	1	2	0.3	10	2	4	2	3	0.4	15	5	5	3	4	0.1	2	3	3	1	62	4.166666508	1
666	2662	2	15	4	2	3	0.3	5	2	5	3	4	0.4	10	5	1	4	1	0.1	2	3	3	1	62	4.166666508	1
666	2663	5	5	1	1	3	0.2	10	10	2	2	4	0.3	15	15	4	3	1	0.4	1	3	3	1	62	4.166666508	1
666	2664	15	15	4	1	2	0.1	2	2	5	2	3	0.2	5	5	1	3	4	0.3	2	3	3	1	62	4.166666508	1
667	2665	2	15	5	3	1	0.2	5	2	1	4	2	0.3	10	5	2	1	3	0.4	3	4	4	0	53	4	1
667	2666	2	2	2	4	3	0.4	5	5	4	1	4	0.1	10	10	5	2	1	0.2	2	4	4	0	53	4	1
667	2667	10	2	4	4	3	0.2	15	5	5	1	4	0.3	2	10	1	2	1	0.4	1	4	4	0	53	4	1
667	2668	2	5	5	2	2	0.2	5	10	1	3	3	0.3	10	15	2	4	4	0.4	2	4	4	0	53	4	1
677	2705	15	10	2	2	1	0.2	2	15	4	3	2	0.3	5	2	5	4	3	0.4	3	4	4	0	64	3.5	1
677	2706	15	2	1	2	4	0.3	2	5	2	3	1	0.4	5	10	4	4	2	0.1	1	4	4	0	64	3.5	1
677	2707	2	10	2	1	4	0.4	5	15	4	2	1	0.1	10	2	5	3	2	0.2	1	4	4	0	64	3.5	1
677	2708	5	10	4	2	1	0.4	10	15	5	3	2	0.1	15	2	1	4	3	0.2	1	4	4	0	64	3.5	1
680	2717	15	10	2	2	1	0.2	2	15	4	3	2	0.3	5	2	5	4	3	0.4	2	2	2	1	27	3.5	1
680	2718	15	2	1	2	4	0.3	2	5	2	3	1	0.4	5	10	4	4	2	0.1	1	2	2	1	27	3.5	1
680	2719	2	10	2	1	4	0.4	5	15	4	2	1	0.1	10	2	5	3	2	0.2	3	2	2	1	27	3.5	1
680	2720	5	10	4	2	1	0.4	10	15	5	3	2	0.1	15	2	1	4	3	0.2	3	2	2	1	27	3.5	1
687	2745	2	2	1	1	1	0.1	5	5	2	2	2	0.2	10	10	4	3	3	0.3	2	1	1	1	67	4.333333492	1
687	2746	5	10	5	3	3	0.1	10	15	1	4	4	0.2	15	2	2	1	1	0.3	1	1	1	1	67	4.333333492	1
687	2747	2	5	4	3	4	0.3	5	10	5	4	1	0.4	10	15	1	1	2	0.1	3	1	1	1	67	4.333333492	1
687	2748	10	15	2	2	3	0.1	15	2	4	3	4	0.2	2	5	5	4	1	0.3	1	1	1	1	67	4.333333492	1
697	2785	2	15	5	3	1	0.2	5	2	1	4	2	0.3	10	5	2	1	3	0.4	3	1	1	1	23	4	1
697	2786	2	2	2	4	3	0.4	5	5	4	1	4	0.1	10	10	5	2	1	0.2	2	1	1	1	23	4	1
697	2787	10	2	4	4	3	0.2	15	5	5	1	4	0.3	2	10	1	2	1	0.4	3	1	1	1	23	4	1
697	2788	2	5	5	2	2	0.2	5	10	1	3	3	0.3	10	15	2	4	4	0.4	2	1	1	1	23	4	1
698	2789	15	5	5	1	3	0.4	2	10	1	2	4	0.1	5	15	2	3	1	0.2	2	3	3	1	48	3.5	1
698	2790	5	15	1	4	4	0.2	10	2	2	1	1	0.3	15	5	4	2	2	0.4	1	3	3	1	48	3.5	1
698	2791	15	2	2	3	2	0.2	2	5	4	4	3	0.3	5	10	5	1	4	0.4	1	3	3	1	48	3.5	1
698	2792	10	2	5	1	1	0.3	15	5	1	2	2	0.4	2	10	2	3	3	0.1	1	3	3	1	48	3.5	1
706	2821	2	2	1	1	1	0.1	5	5	2	2	2	0.2	10	10	4	3	3	0.3	2	1	1	1	36	4.333333492	1
706	2822	5	10	5	3	3	0.1	10	15	1	4	4	0.2	15	2	2	1	1	0.3	1	1	1	1	36	4.333333492	1
706	2823	2	5	4	3	4	0.3	5	10	5	4	1	0.4	10	15	1	1	2	0.1	1	1	1	1	36	4.333333492	1
706	2824	10	15	2	2	3	0.1	15	2	4	3	4	0.2	2	5	5	4	1	0.3	2	1	1	1	36	4.333333492	1
708	2829	15	5	5	1	3	0.4	2	10	1	2	4	0.1	5	15	2	3	1	0.2	1	3	3	1	33	4.166666508	1
708	2830	5	15	1	4	4	0.2	10	2	2	1	1	0.3	15	5	4	2	2	0.4	2	3	3	1	33	4.166666508	1
708	2831	15	2	2	3	2	0.2	2	5	4	4	3	0.3	5	10	5	1	4	0.4	3	3	3	1	33	4.166666508	1
708	2832	10	2	5	1	1	0.3	15	5	1	2	2	0.4	2	10	2	3	3	0.1	2	3	3	1	33	4.166666508	1
709	2833	2	2	1	1	1	0.1	5	5	2	2	2	0.2	10	10	4	3	3	0.3	2	2	2	0	63	3.333333254	1
709	2834	5	10	5	3	3	0.1	10	15	1	4	4	0.2	15	2	2	1	1	0.3	1	2	2	0	63	3.333333254	1
709	2835	2	5	4	3	4	0.3	5	10	5	4	1	0.4	10	15	1	1	2	0.1	1	2	2	0	63	3.333333254	1
709	2836	10	15	2	2	3	0.1	15	2	4	3	4	0.2	2	5	5	4	1	0.3	2	2	2	0	63	3.333333254	1
711	2841	15	10	1	3	3	0.3	2	15	2	4	4	0.4	5	2	4	1	1	0.1	1	2	2	0	63	4.333333492	1
711	2842	10	5	2	3	4	0.1	15	10	4	4	1	0.2	2	15	5	1	2	0.3	1	2	2	0	63	4.333333492	1
711	2843	5	2	5	2	4	0.1	10	5	1	3	1	0.2	15	10	2	4	2	0.3	1	2	2	0	63	4.333333492	1
711	2844	5	5	2	4	1	0.3	10	10	4	1	2	0.4	15	15	5	2	3	0.1	2	2	2	0	63	4.333333492	1
723	2889	10	10	4	1	4	0.2	15	15	5	2	1	0.3	2	2	1	3	2	0.4	3	2	2	1	45	99999	0
723	2890	10	10	5	4	2	0.3	15	15	1	1	3	0.4	2	2	2	2	4	0.1	3	2	2	1	45	99999	0
723	2891	5	2	4	3	2	0.4	10	5	5	4	3	0.1	15	10	1	1	4	0.2	1	2	2	1	45	99999	0
723	2892	2	10	1	4	2	0.1	5	15	2	1	3	0.2	10	2	4	2	4	0.3	1	2	2	1	45	99999	0
726	2901	10	5	1	2	2	0.4	15	10	2	3	3	0.1	2	15	4	4	4	0.2	1	4	4	0	56	3.166666746	1
726	2902	15	5	4	4	1	0.1	2	10	5	1	2	0.2	5	15	1	2	3	0.3	3	4	4	0	56	3.166666746	1
726	2903	10	15	1	3	1	0.4	15	2	2	4	2	0.1	2	5	4	1	3	0.2	1	4	4	0	56	3.166666746	1
726	2904	15	15	5	4	4	0.4	2	2	1	1	1	0.1	5	5	2	2	2	0.2	2	4	4	0	56	3.166666746	1
731	2921	10	5	1	2	2	0.4	15	10	2	3	3	0.1	2	15	4	4	4	0.2	1	2	2	1	20	3.5	1
731	2922	15	5	4	4	1	0.1	2	10	5	1	2	0.2	5	15	1	2	3	0.3	3	2	2	1	20	3.5	1
731	2923	10	15	1	3	1	0.4	15	2	2	4	2	0.1	2	5	4	1	3	0.2	3	2	2	1	20	3.5	1
731	2924	15	15	5	4	4	0.4	2	2	1	1	1	0.1	5	5	2	2	2	0.2	3	2	2	1	20	3.5	1
732	2925	10	5	1	2	2	0.4	15	10	2	3	3	0.1	2	15	4	4	4	0.2	1	1	1	1	32	5	1
732	2926	15	5	4	4	1	0.1	2	10	5	1	2	0.2	5	15	1	2	3	0.3	3	1	1	1	32	5	1
732	2927	10	15	1	3	1	0.4	15	2	2	4	2	0.1	2	5	4	1	3	0.2	3	1	1	1	32	5	1
732	2928	15	15	5	4	4	0.4	2	2	1	1	1	0.1	5	5	2	2	2	0.2	2	1	1	1	32	5	1
736	2941	2	2	1	1	1	0.1	5	5	2	2	2	0.2	10	10	4	3	3	0.3	1	4	4	0	58	99999	0
736	2942	5	10	5	3	3	0.1	10	15	1	4	4	0.2	15	2	2	1	1	0.3	3	4	4	0	58	99999	0
736	2943	2	5	4	3	4	0.3	5	10	5	4	1	0.4	10	15	1	1	2	0.1	3	4	4	0	58	99999	0
736	2944	10	15	2	2	3	0.1	15	2	4	3	4	0.2	2	5	5	4	1	0.3	1	4	4	0	58	99999	0
749	2993	2	2	1	1	1	0.1	5	5	2	2	2	0.2	10	10	4	3	3	0.3	1	1	1	1	25	3.666666746	1
749	2994	5	10	5	3	3	0.1	10	15	1	4	4	0.2	15	2	2	1	1	0.3	2	1	1	1	25	3.666666746	1
749	2995	2	5	4	3	4	0.3	5	10	5	4	1	0.4	10	15	1	1	2	0.1	3	1	1	1	25	3.666666746	1
749	2996	10	15	2	2	3	0.1	15	2	4	3	4	0.2	2	5	5	4	1	0.3	1	1	1	1	25	3.666666746	1
751	3001	2	15	5	3	1	0.2	5	2	1	4	2	0.3	10	5	2	1	3	0.4	3	3	3	1	49	5	1
751	3002	2	2	2	4	3	0.4	5	5	4	1	4	0.1	10	10	5	2	1	0.2	2	3	3	1	49	5	1
751	3003	10	2	4	4	3	0.2	15	5	5	1	4	0.3	2	10	1	2	1	0.4	3	3	3	1	49	5	1
751	3004	2	5	5	2	2	0.2	5	10	1	3	3	0.3	10	15	2	4	4	0.4	2	3	3	1	49	5	1
755	3017	15	10	1	3	3	0.3	2	15	2	4	4	0.4	5	2	4	1	1	0.1	1	3	3	1	25	4.833333492	1
755	3018	10	5	2	3	4	0.1	15	10	4	4	1	0.2	2	15	5	1	2	0.3	1	3	3	1	25	4.833333492	1
755	3019	5	2	5	2	4	0.1	10	5	1	3	1	0.2	15	10	2	4	2	0.3	2	3	3	1	25	4.833333492	1
755	3020	5	5	2	4	1	0.3	10	10	4	1	2	0.4	15	15	5	2	3	0.1	1	3	3	1	25	4.833333492	1
757	3025	5	15	2	1	2	0.3	10	2	4	2	3	0.4	15	5	5	3	4	0.1	2	4	4	0	39	2.5	1
757	3026	2	15	4	2	3	0.3	5	2	5	3	4	0.4	10	5	1	4	1	0.1	2	4	4	0	39	2.5	1
757	3027	5	5	1	1	3	0.2	10	10	2	2	4	0.3	15	15	4	3	1	0.4	1	4	4	0	39	2.5	1
757	3028	15	15	4	1	2	0.1	2	2	5	2	3	0.2	5	5	1	3	4	0.3	3	4	4	0	39	2.5	1
766	3061	2	2	1	1	1	0.1	5	5	2	2	2	0.2	10	10	4	3	3	0.3	2	3	3	0	62	3.5	1
766	3062	5	10	5	3	3	0.1	10	15	1	4	4	0.2	15	2	2	1	1	0.3	1	3	3	0	62	3.5	1
766	3063	2	5	4	3	4	0.3	5	10	5	4	1	0.4	10	15	1	1	2	0.1	1	3	3	0	62	3.5	1
766	3064	10	15	2	2	3	0.1	15	2	4	3	4	0.2	2	5	5	4	1	0.3	2	3	3	0	62	3.5	1
771	3081	10	10	4	1	4	0.2	15	15	5	2	1	0.3	2	2	1	3	2	0.4	1	4	4	0	59	2.166666746	1
771	3082	10	10	5	4	2	0.3	15	15	1	1	3	0.4	2	2	2	2	4	0.1	3	4	4	0	59	2.166666746	1
771	3083	5	2	4	3	2	0.4	10	5	5	4	3	0.1	15	10	1	1	4	0.2	3	4	4	0	59	2.166666746	1
771	3084	2	10	1	4	2	0.1	5	15	2	1	3	0.2	10	2	4	2	4	0.3	3	4	4	0	59	2.166666746	1
772	3085	15	5	5	1	3	0.4	2	10	1	2	4	0.1	5	15	2	3	1	0.2	2	3	3	0	35	4.666666508	1
772	3086	5	15	1	4	4	0.2	10	2	2	1	1	0.3	15	5	4	2	2	0.4	1	3	3	0	35	4.666666508	1
772	3087	15	2	2	3	2	0.2	2	5	4	4	3	0.3	5	10	5	1	4	0.4	2	3	3	0	35	4.666666508	1
772	3088	10	2	5	1	1	0.3	15	5	1	2	2	0.4	2	10	2	3	3	0.1	3	3	3	0	35	4.666666508	1
775	3097	10	5	1	2	2	0.4	15	10	2	3	3	0.1	2	15	4	4	4	0.2	2	2	2	99999	99999	4.333333492	0
775	3098	15	5	4	4	1	0.1	2	10	5	1	2	0.2	5	15	1	2	3	0.3	1	2	2	99999	99999	4.333333492	0
775	3099	10	15	1	3	1	0.4	15	2	2	4	2	0.1	2	5	4	1	3	0.2	2	2	2	99999	99999	4.333333492	0
775	3100	15	15	5	4	4	0.4	2	2	1	1	1	0.1	5	5	2	2	2	0.2	2	2	2	99999	99999	4.333333492	0
779	3113	10	10	4	1	4	0.2	15	15	5	2	1	0.3	2	2	1	3	2	0.4	1	2	2	0	33	4.5	1
779	3114	10	10	5	4	2	0.3	15	15	1	1	3	0.4	2	2	2	2	4	0.1	3	2	2	0	33	4.5	1
779	3115	5	2	4	3	2	0.4	10	5	5	4	3	0.1	15	10	1	1	4	0.2	3	2	2	0	33	4.5	1
779	3116	2	10	1	4	2	0.1	5	15	2	1	3	0.2	10	2	4	2	4	0.3	2	2	2	0	33	4.5	1
780	3117	2	15	5	3	1	0.2	5	2	1	4	2	0.3	10	5	2	1	3	0.4	3	2	2	1	61	4.833333492	1
780	3118	2	2	2	4	3	0.4	5	5	4	1	4	0.1	10	10	5	2	1	0.2	2	2	2	1	61	4.833333492	1
780	3119	10	2	4	4	3	0.2	15	5	5	1	4	0.3	2	10	1	2	1	0.4	2	2	2	1	61	4.833333492	1
780	3120	2	5	5	2	2	0.2	5	10	1	3	3	0.3	10	15	2	4	4	0.4	1	2	2	1	61	4.833333492	1
784	3133	15	10	2	2	1	0.2	2	15	4	3	2	0.3	5	2	5	4	3	0.4	1	4	4	1	36	3.333333254	1
784	3134	15	2	1	2	4	0.3	2	5	2	3	1	0.4	5	10	4	4	2	0.1	1	4	4	1	36	3.333333254	1
784	3135	2	10	2	1	4	0.4	5	15	4	2	1	0.1	10	2	5	3	2	0.2	1	4	4	1	36	3.333333254	1
784	3136	5	10	4	2	1	0.4	10	15	5	3	2	0.1	15	2	1	4	3	0.2	3	4	4	1	36	3.333333254	1
792	3165	2	15	5	3	1	0.2	5	2	1	4	2	0.3	10	5	2	1	3	0.4	3	3	3	1	65	3.833333254	1
792	3166	2	2	2	4	3	0.4	5	5	4	1	4	0.1	10	10	5	2	1	0.2	2	3	3	1	65	3.833333254	1
792	3167	10	2	4	4	3	0.2	15	5	5	1	4	0.3	2	10	1	2	1	0.4	2	3	3	1	65	3.833333254	1
792	3168	2	5	5	2	2	0.2	5	10	1	3	3	0.3	10	15	2	4	4	0.4	2	3	3	1	65	3.833333254	1
794	3173	15	5	5	1	3	0.4	2	10	1	2	4	0.1	5	15	2	3	1	0.2	2	3	3	0	53	3	1
794	3174	5	15	1	4	4	0.2	10	2	2	1	1	0.3	15	5	4	2	2	0.4	1	3	3	0	53	3	1
794	3175	15	2	2	3	2	0.2	2	5	4	4	3	0.3	5	10	5	1	4	0.4	1	3	3	0	53	3	1
794	3176	10	2	5	1	1	0.3	15	5	1	2	2	0.4	2	10	2	3	3	0.1	3	3	3	0	53	3	1
798	3189	10	10	4	1	4	0.2	15	15	5	2	1	0.3	2	2	1	3	2	0.4	1	3	3	1	27	3.5	1
798	3190	10	10	5	4	2	0.3	15	15	1	1	3	0.4	2	2	2	2	4	0.1	3	3	3	1	27	3.5	1
798	3191	5	2	4	3	2	0.4	10	5	5	4	3	0.1	15	10	1	1	4	0.2	3	3	3	1	27	3.5	1
798	3192	2	10	1	4	2	0.1	5	15	2	1	3	0.2	10	2	4	2	4	0.3	3	3	3	1	27	3.5	1
799	3193	5	15	2	1	2	0.3	10	2	4	2	3	0.4	15	5	5	3	4	0.1	2	4	4	1	39	5	1
799	3194	2	15	4	2	3	0.3	5	2	5	3	4	0.4	10	5	1	4	1	0.1	1	4	4	1	39	5	1
799	3195	5	5	1	1	3	0.2	10	10	2	2	4	0.3	15	15	4	3	1	0.4	1	4	4	1	39	5	1
799	3196	15	15	4	1	2	0.1	2	2	5	2	3	0.2	5	5	1	3	4	0.3	3	4	4	1	39	5	1
810	3237	5	15	2	1	2	0.3	10	2	4	2	3	0.4	15	5	5	3	4	0.1	3	3	3	1	37	3.666666746	1
810	3238	2	15	4	2	3	0.3	5	2	5	3	4	0.4	10	5	1	4	1	0.1	1	3	3	1	37	3.666666746	1
810	3239	5	5	1	1	3	0.2	10	10	2	2	4	0.3	15	15	4	3	1	0.4	1	3	3	1	37	3.666666746	1
810	3240	15	15	4	1	2	0.1	2	2	5	2	3	0.2	5	5	1	3	4	0.3	2	3	3	1	37	3.666666746	1
812	3245	2	2	1	1	1	0.1	5	5	2	2	2	0.2	10	10	4	3	3	0.3	2	4	4	1	20	4.166666508	1
812	3246	5	10	5	3	3	0.1	10	15	1	4	4	0.2	15	2	2	1	1	0.3	3	4	4	1	20	4.166666508	1
812	3247	2	5	4	3	4	0.3	5	10	5	4	1	0.4	10	15	1	1	2	0.1	3	4	4	1	20	4.166666508	1
812	3248	10	15	2	2	3	0.1	15	2	4	3	4	0.2	2	5	5	4	1	0.3	2	4	4	1	20	4.166666508	1
820	3277	5	15	2	1	2	0.3	10	2	4	2	3	0.4	15	5	5	3	4	0.1	2	1	1	1	20	2.5	1
820	3278	2	15	4	2	3	0.3	5	2	5	3	4	0.4	10	5	1	4	1	0.1	2	1	1	1	20	2.5	1
820	3279	5	5	1	1	3	0.2	10	10	2	2	4	0.3	15	15	4	3	1	0.4	1	1	1	1	20	2.5	1
820	3280	15	15	4	1	2	0.1	2	2	5	2	3	0.2	5	5	1	3	4	0.3	3	1	1	1	20	2.5	1
822	3285	10	5	1	2	2	0.4	15	10	2	3	3	0.1	2	15	4	4	4	0.2	2	3	3	1	51	5	1
822	3286	15	5	4	4	1	0.1	2	10	5	1	2	0.2	5	15	1	2	3	0.3	3	3	3	1	51	5	1
822	3287	10	15	1	3	1	0.4	15	2	2	4	2	0.1	2	5	4	1	3	0.2	2	3	3	1	51	5	1
822	3288	15	15	5	4	4	0.4	2	2	1	1	1	0.1	5	5	2	2	2	0.2	3	3	3	1	51	5	1
830	3317	2	2	1	1	1	0.1	5	5	2	2	2	0.2	10	10	4	3	3	0.3	2	4	4	1	49	3.166666746	1
830	3318	5	10	5	3	3	0.1	10	15	1	4	4	0.2	15	2	2	1	1	0.3	2	4	4	1	49	3.166666746	1
830	3319	2	5	4	3	4	0.3	5	10	5	4	1	0.4	10	15	1	1	2	0.1	1	4	4	1	49	3.166666746	1
830	3320	10	15	2	2	3	0.1	15	2	4	3	4	0.2	2	5	5	4	1	0.3	1	4	4	1	49	3.166666746	1
836	3341	2	15	5	3	1	0.2	5	2	1	4	2	0.3	10	5	2	1	3	0.4	3	3	3	1	34	4.833333492	1
836	3342	2	2	2	4	3	0.4	5	5	4	1	4	0.1	10	10	5	2	1	0.2	2	3	3	1	34	4.833333492	1
836	3343	10	2	4	4	3	0.2	15	5	5	1	4	0.3	2	10	1	2	1	0.4	2	3	3	1	34	4.833333492	1
836	3344	2	5	5	2	2	0.2	5	10	1	3	3	0.3	10	15	2	4	4	0.4	1	3	3	1	34	4.833333492	1
838	3349	5	15	2	1	2	0.3	10	2	4	2	3	0.4	15	5	5	3	4	0.1	2	2	2	1	49	3.166666746	1
838	3350	2	15	4	2	3	0.3	5	2	5	3	4	0.4	10	5	1	4	1	0.1	2	2	2	1	49	3.166666746	1
838	3351	5	5	1	1	3	0.2	10	10	2	2	4	0.3	15	15	4	3	1	0.4	1	2	2	1	49	3.166666746	1
838	3352	15	15	4	1	2	0.1	2	2	5	2	3	0.2	5	5	1	3	4	0.3	2	2	2	1	49	3.166666746	1
841	3361	10	10	4	1	4	0.2	15	15	5	2	1	0.3	2	2	1	3	2	0.4	1	4	4	1	32	2.833333254	1
841	3362	10	10	5	4	2	0.3	15	15	1	1	3	0.4	2	2	2	2	4	0.1	2	4	4	1	32	2.833333254	1
841	3363	5	2	4	3	2	0.4	10	5	5	4	3	0.1	15	10	1	1	4	0.2	2	4	4	1	32	2.833333254	1
841	3364	2	10	1	4	2	0.1	5	15	2	1	3	0.2	10	2	4	2	4	0.3	2	4	4	1	32	2.833333254	1
842	3365	5	15	2	1	2	0.3	10	2	4	2	3	0.4	15	5	5	3	4	0.1	2	4	4	1	56	3.5	1
842	3366	2	15	4	2	3	0.3	5	2	5	3	4	0.4	10	5	1	4	1	0.1	1	4	4	1	56	3.5	1
842	3367	5	5	1	1	3	0.2	10	10	2	2	4	0.3	15	15	4	3	1	0.4	1	4	4	1	56	3.5	1
842	3368	15	15	4	1	2	0.1	2	2	5	2	3	0.2	5	5	1	3	4	0.3	2	4	4	1	56	3.5	1
845	3377	15	5	5	1	3	0.4	2	10	1	2	4	0.1	5	15	2	3	1	0.2	2	3	3	1	45	3.833333254	1
845	3378	5	15	1	4	4	0.2	10	2	2	1	1	0.3	15	5	4	2	2	0.4	2	3	3	1	45	3.833333254	1
845	3379	15	2	2	3	2	0.2	2	5	4	4	3	0.3	5	10	5	1	4	0.4	1	3	3	1	45	3.833333254	1
845	3380	10	2	5	1	1	0.3	15	5	1	2	2	0.4	2	10	2	3	3	0.1	2	3	3	1	45	3.833333254	1
853	3409	10	5	1	2	2	0.4	15	10	2	3	3	0.1	2	15	4	4	4	0.2	2	2	2	0	51	2.666666746	1
853	3410	15	5	4	4	1	0.1	2	10	5	1	2	0.2	5	15	1	2	3	0.3	3	2	2	0	51	2.666666746	1
853	3411	10	15	1	3	1	0.4	15	2	2	4	2	0.1	2	5	4	1	3	0.2	3	2	2	0	51	2.666666746	1
853	3412	15	15	5	4	4	0.4	2	2	1	1	1	0.1	5	5	2	2	2	0.2	3	2	2	0	51	2.666666746	1
854	3413	10	10	4	1	4	0.2	15	15	5	2	1	0.3	2	2	1	3	2	0.4	1	1	1	1	37	99999	0
854	3414	10	10	5	4	2	0.3	15	15	1	1	3	0.4	2	2	2	2	4	0.1	3	1	1	1	37	99999	0
854	3415	5	2	4	3	2	0.4	10	5	5	4	3	0.1	15	10	1	1	4	0.2	3	1	1	1	37	99999	0
854	3416	2	10	1	4	2	0.1	5	15	2	1	3	0.2	10	2	4	2	4	0.3	3	1	1	1	37	99999	0
858	3429	5	15	2	1	2	0.3	10	2	4	2	3	0.4	15	5	5	3	4	0.1	2	3	3	1	34	3.166666746	1
858	3430	2	15	4	2	3	0.3	5	2	5	3	4	0.4	10	5	1	4	1	0.1	1	3	3	1	34	3.166666746	1
858	3431	5	5	1	1	3	0.2	10	10	2	2	4	0.3	15	15	4	3	1	0.4	1	3	3	1	34	3.166666746	1
858	3432	15	15	4	1	2	0.1	2	2	5	2	3	0.2	5	5	1	3	4	0.3	2	3	3	1	34	3.166666746	1
862	3445	10	10	4	1	4	0.2	15	15	5	2	1	0.3	2	2	1	3	2	0.4	3	4	4	1	60	3.5	1
862	3446	10	10	5	4	2	0.3	15	15	1	1	3	0.4	2	2	2	2	4	0.1	2	4	4	1	60	3.5	1
862	3447	5	2	4	3	2	0.4	10	5	5	4	3	0.1	15	10	1	1	4	0.2	3	4	4	1	60	3.5	1
